childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,codsec1,act1,months1,diasmes1,seman1,days1,hours1,codsec2,act2,months2,diasmes2,seman2,days2,hours2,act3,codsec3,months3,diasmes3,seman3,days3,hours3,acting,sleep,chcare,hhchore,npaywork,paywork,school,study,play,occuppat,incamnt,inctime,bonus,bonamnt,bontime,remun,remamnt,remtime,occyrs,occmths
PE111077,4,11,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Reasonably okay,No disability,12,Non-remunerated household members,12,4,4,1,7,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,2,1,0,0,6,1,1,,,,,,,,,,,
PE111077,5,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111079,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,4,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,5,1,1,,,,,,,,,,,
PE111079,1,29,female,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,"Waged worker (agriculture, cattle farmer, fishing)",12,28,4,7,4,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,50,Semester,N/A,-88,N/A,N/A,-88,N/A,1,0
PE111079,2,31,male,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",12,12,4,3,8,11,Self-employed farmer (own plot),12,16,4,4,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,6,Day,No,-88,N/A,No,-88,N/A,1,0
PE111079,3,49,male,Maternal grandparent,Person has died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111079,4,54,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111079,5,9,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,12,4,3,4,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,5,1,1,,,,,,,,,,,
PE111079,6,2,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111079,7,0,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111080,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,1,0,0,3,0,3,,,,,,,,,,,
PE111080,1,26,male,Step-parent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111080,2,24,female,Biological parent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111080,3,56,male,Maternal grandparent,"Yes, still lives in household",4,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,8,4,2,8,452,Waged worker,3,20,4,5,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,13,Day,No,-88,N/A,No,-88,N/A,27,0
PE111080,4,46,female,Maternal grandparent,"Yes, still lives in household",1,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,Non-remunerated household members,12,20,4,5,6,Non-remunerated household members,11,12,4,4,1,8,None,,,,,,,,,,,,,,,,,,,
PE111080,5,15,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111080,6,12,female,Uncle/Aunt,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,6,N/A,-88,88,88,88,88,88,None,8,1,1,1,0,5,1,0,,,,,,,,,,,
PE111080,7,10,female,Uncle/Aunt,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,6,N/A,-88,88,88,88,88,88,None,8,1,1,1,0,5,1,0,,,,,,,,,,,
PE111080,8,74,female,Great-grandparent (Mother's side),"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111080,9,32,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111081,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,1,0,0,3,1,1,,,,,,,,,,,
PE111081,1,26,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,12,4,3,7,921,Self-employed (services),12,6,2,1,18,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,50,Two weeks,No,-88,N/A,Yes,36,Two weeks,8,0
PE111081,2,21,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Non-remunerated household members,12,12,4,3,7,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111081,3,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111082,0,4,female,YL Child,"Yes, still lives in household",,,None,No,Disability/handicap,88,88,N/A,N/A,N/A,Needs help with dressing etc.,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,0,0,5,,,,,,,,,,,
PE111082,1,23,female,Biological parent,"Yes, still lives in household",4,No,,,,,,,,,No disability,950,Self-employed (services),3,8,4,2,4,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,10,Day,N/A,-88,N/A,N/A,-88,N/A,15,0
PE111082,2,47,male,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,3,46,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,4,22,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,5,20,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,6,18,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,7,11,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,8,10,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,9,14,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,15,4,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,16,4,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,17,8,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111082,18,41,male,Step-parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,525,Independent merchant,12,24,4,6,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,10,Day,N/A,-88,N/A,N/A,-88,N/A,1,3
PE111082,19,1,female,Half-sibling (same father),"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111082,20,8,male,Step-sibling,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Dependent living at home (child or retired elder),88,88,88,88,88,Dependent living at home (child or retired elder),-88,88,88,88,88,88,None,9,1,1,0,0,5,2,3,,,,,,,,,,,
PE111083,0,5,female,YL Child,"Yes, still lives in household",,,None,No,Clothes for school too expensive,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,4,,,,,,,,,,,
PE111083,1,26,male,Biological parent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111083,2,27,female,Biological parent,"Yes, still lives in household",4,No,,,,,,,,,No disability,525,Independent merchant,4,30,4,7,8,950,Waged worker,7,26,4,6,12,Household chores/Housewife,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,50,Week,N/A,-88,N/A,N/A,-88,N/A,0,4
PE111084,0,4,female,YL Child,"Yes, still lives in household",,,None,No,Clothes for school too expensive,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,0,0,3,,,,,,,,,,,
PE111084,1,42,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,12,"Waged worker (agriculture, cattle farmer, fishing)",12,24,4,6,8,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,2,Day,No,-88,N/A,No,-88,N/A,4,9
PE111084,2,20,male,Half-sibling (same mother),"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,3,16,male,Half-sibling (same mother),"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,7,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Self-employed farmer (own plot),12,4,4,1,8,"Waged worker (agriculture, cattle farmer, fishing)",11,12,4,4,1,8,Third activity,9,0,1,1,1,6,1,4,Dependent,5,Day,No,-88,N/A,Yes,5,Day,3,0
PE111084,4,69,male,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,5,36,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,6,44,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,7,42,male,Biological parent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,8,54,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,9,26,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,10,68,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111084,11,0,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111085,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,1,0,0,3,1,2,,,,,,,,,,,
PE111085,1,33,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",8,12,4,3,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,6,Day,No,-88,N/A,No,-88,N/A,15,0
PE111085,2,27,female,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,Non-remunerated household members,12,12,4,3,4,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111085,3,10,male,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,2,0,0,5,3,2,,,,,,,,,,,
PE111085,4,71,male,Maternal grandparent,"Yes, still lives in household",2,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),10,12,4,3,4,11,"Waged worker (agriculture, cattle farmer, fishing)",2,12,4,3,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,6,Day,No,-88,N/A,Yes,3,Day,54,0
PE111085,5,68,female,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111085,15,7,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,5,1,2,,,,,,,,,,,
PE111085,16,3,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111085,17,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111086,0,4,male,YL Child,"Yes, still lives in household",,,None,No,School too far from home,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,4,2,0,0,0,1,1,,,,,,,,,,,
PE111086,1,39,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,16,4,4,8,11,"Waged worker (agriculture, cattle farmer, fishing)",12,4,4,1,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,5,Day,No,-88,N/A,Yes,2,Day,30,0
PE111086,2,39,female,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,12,Non-remunerated household members,12,12,4,3,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111086,3,21,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111086,4,17,male,Brother/sister,"Yes, still lives in household",,,9,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,12,4,4,1,8,"Waged worker (agriculture, cattle farmer, fishing)",11,12,4,4,1,8,Third activity,8,2,3,3,0,6,2,0,Dependent,5,Day,No,-88,N/A,Yes,2,Day,7,0
PE111086,5,16,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111086,6,11,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,10,N/A,-88,88,88,88,88,88,None,8,1,1,0,0,6,1,0,,,,,,,,,,,
PE111086,7,79,male,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Non-remunerated household members,12,8,4,2,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111086,8,89,female,Maternal grandparent,Person has died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111086,15,10,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,10,N/A,-88,88,88,88,88,88,None,8,2,1,2,0,6,1,0,,,,,,,,,,,
PE111086,16,8,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Excellent,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,10,N/A,-88,88,88,88,88,88,None,8,0,1,0,0,6,1,0,,,,,,,,,,,
PE111086,17,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111087,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Excellent,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,0,0,0,4,2,3,,,,,,,,,,,
PE111087,1,35,male,Biological parent,"Yes, still lives in household",Complete University,No,,,,,,,,,No disability,801,Waged worker,9,20,4,5,6,11,Self-employed farmer (own plot),3,24,4,6,7,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,337,Month,Yes,600,Year,No,-88,N/A,13,0
PE111087,2,34,female,Biological parent,"Yes, still lives in household",Complete University,No,,,,,,,,,No disability,801,Waged worker,9,20,4,5,6,-88,Household chores/Housewife,88,88,88,88,88,Independent merchant,521,12,16,4,4,3,First activity,,,,,,,,,Dependent,337,Month,Yes,600,Year,No,-88,N/A,12,0
PE111087,3,10,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,0,0,0,5,2,1,,,,,,,,,,,
PE111087,4,57,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111087,5,65,female,Paternal grandparent,"Yes, still lives in household",3,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111089,0,4,female,YL Child,"Yes, still lives in household",,,None,No,Needed for domestic or agricultural work at home,4,4,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,1,7,0,0,0,4,,,,,,,,,,,
PE111089,1,35,female,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),5,6,3,3,8,171,Craftsman,1,16,4,4,6,Cattle farmer,12,12,30,4,7,7,Third activity,,,,,,,,,Independent,120,Year,N/A,-88,N/A,N/A,-88,N/A,6,0
PE111089,2,34,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",10,24,4,6,12,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,56,Week,No,-88,N/A,No,-88,N/A,6,0
PE111089,15,7,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,3,1,0,0,6,2,3,,,,,,,,,,,
PE111089,16,12,female,Cousin,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,7,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Non-remunerated household members,12,30,4,7,2,N/A,-88,88,88,88,88,88,None,8,2,3,0,0,6,2,2,,,,,,,,,,,
PE111089,17,10,male,Cousin,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,30,4,7,2,N/A,-88,88,88,88,88,88,None,8,0,2,3,0,6,1,3,,,,,,,,,,,
PE111090,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Excellent,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,4,3,2,,,,,,,,,,,
PE111090,1,26,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),10,24,4,6,8,452,Waged worker,2,24,4,6,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,800,Month,No,-88,N/A,Yes,250,Month,7,0
PE111090,2,24,female,Biological parent,"Yes, still lives in household",10,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111091,0,4,male,YL Child,"Yes, still lives in household",,,None,No,29,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,2,0,0,0,0,0,4,,,,,,,,,,,
PE111091,1,26,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,24,4,6,5,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111091,2,39,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),10,24,4,6,6,11,"Waged worker (agriculture, cattle farmer, fishing)",3,24,4,6,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,100,Year,N/A,-88,N/A,N/A,-88,N/A,32,0
PE111091,3,11,male,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,7,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,0,2,0,5,1,3,,,,,,,,,,,
PE111091,4,9,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,7,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,1,0,5,1,2,,,,,,,,,,,
PE111091,5,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111092,0,5,male,YL Child,"Yes, still lives in household",,,None,No,29,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,3,0,0,0,6,1,1,,,,,,,,,,,
PE111092,1,29,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),8,8,4,2,8,452,Waged worker,1,20,4,5,8,"Waged worker (agriculture, cattle farmer, fishing)",11,3,24,4,6,8,Second activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,No,-88,N/A,1,6
PE111092,2,30,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,12,Non-remunerated household members,12,16,4,4,7,11,Non-remunerated household members,12,8,4,2,4,Household chores/Housewife,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111092,3,65,male,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),12,20,4,5,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,300,Year,N/A,-88,N/A,N/A,-88,N/A,35,6
PE111092,4,60,female,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE111092,5,17,female,Cousin,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE111092,15,9,female,Half-sibling (same mother),"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,3,2,0,0,6,2,1,,,,,,,,,,,
PE111092,16,8,male,Half-sibling (same father),"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
