childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play
VN100115,15,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,self-employed (livestock),12,12,5,household chores,12,8,1,n/a,88,88,88,9,0,0,4,0,5,1,5
VN100115,1,25,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),9,10,5,self-employed (livestock),12,8,3,wage employment (non-agriculture),3,12,8,88,88,88,88,88,88,88,88
VN100115,2,25,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),9,12,5,self-employed (livestock),12,30,2,household chores,12,25,1,88,88,88,88,88,88,88,88
VN100118,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household chores,99,99,99,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,7,0,9
VN100118,4,29,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),2,20,3,household chores,10,25,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN100118,3,36,male,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,25,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN100118,2,52,female,maternal grandparent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),2,18,2,household chores,7,10,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN100118,1,53,male,maternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),1,18,2,n/a,88,88,88,other agriculture,1,25,4,88,88,88,88,88,88,88,88
VN110001,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110001,2,24,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,30,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110001,1,32,male,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,30,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110001,3,59,female,paternal grandparent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110002,4,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110002,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,9,2,3
VN110002,3,25,female,biological parent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,10,4,self-employed (livestock),6,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110002,2,28,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (manufacturing),10,25,8,self-employed (food crops),2,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110002,1,53,female,paternal grandparent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,2,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110003,8,0,female,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110003,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,7,1,7
VN110003,7,19,female,uncle/aunt,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),10,20,5,household chores,10,25,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110003,6,27,male,uncle/aunt,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),9,25,6,household chores,12,20,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110003,2,29,female,biological parent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110003,5,29,female,uncle/aunt,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,cannot work but able to care for themselves,n/a,88,88,88,household chores,12,20,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110003,1,30,male,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110003,4,66,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),9,25,4,household chores,12,30,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110003,3,67,male,paternal grandparent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),9,25,6,other unpaid activity,12,3,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110005,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,9,0,6
VN110005,4,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household chores,10,20,2,n/a,88,88,88,n/a,88,88,88,8,3,2,0,0,4,0,7
VN110005,3,16,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,11,"yes, attending regularly",n/a,88,6,government school,reasonably well,excellent,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,4,2,10
VN110005,2,34,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,10,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110005,1,38,male,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110006,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110006,2,24,female,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110006,1,28,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),10,25,10,self-employed (livestock),2,25,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110006,4,50,female,paternal grandparent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),11,30,5,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110006,3,53,male,paternal grandparent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),8,15,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110007,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,8,0,5
VN110007,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,1,5
VN110007,2,36,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,9,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110007,1,41,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110008,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,8,0,5
VN110008,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,10,20,2,household dependent,88,88,88,n/a,88,88,88,9,2,1,0,0,8,2,2
VN110008,2,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,8,self-employed (livestock),12,30,4,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110008,1,30,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,8,self-employed (livestock),10,28,3,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110010,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,7,0,6
VN110010,5,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,public community (ngo/charity/church),reasonably well,good,no disability,household chores,10,15,3,n/a,88,88,88,n/a,88,88,88,10,3,2,0,0,3,3,3
VN110010,4,30,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),10,25,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110010,3,31,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),11,20,5,self-employed (business),5,30,2,self-employed (livestock),12,30,3,88,88,88,88,88,88,88,88
VN110010,2,36,female,uncle/aunt,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,cannot work but able to care for themselves,n/a,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110010,1,76,male,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110012,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110012,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,30,1,household dependent,88,88,88,n/a,88,88,88,9,1,0,0,0,4,2,8
VN110012,4,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,30,2,household dependent,88,88,88,n/a,88,88,88,9,1,1,0,0,4,2,7
VN110012,3,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,12,30,3,household dependent,88,88,88,n/a,88,88,88,10,1,2,0,0,4,2,5
VN110012,1,38,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,28,8,self-employed (non-food agriculture),6,24,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110012,2,38,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,28,8,self-employed (livestock),12,30,2,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110013,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,3,0,12
VN110013,4,27,female,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,26,7,self-employed (livestock),12,20,2,household chores,10,26,1,88,88,88,88,88,88,88,88
VN110013,3,31,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,26,7,self-employed (non-food agriculture),6,20,6,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110013,2,71,female,paternal grandparent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),8,25,6,household chores,10,28,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110013,1,71,male,paternal grandparent,"yes, still lives in household",2,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110014,5,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110014,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,4,2,9
VN110014,4,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,8,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,8,20,3,household dependent,88,88,88,n/a,88,88,88,9,3,0,0,0,4,3,5
VN110014,3,31,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,25,5,self-employed (livestock),12,30,1,self-employed (non-food agriculture),12,26,4,88,88,88,88,88,88,88,88
VN110014,2,35,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,25,5,self-employed (livestock),12,30,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110014,1,61,female,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,2,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110015,3,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110015,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,4,2,6
VN110015,2,24,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),11,18,8,self-employed (business),12,10,5,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN110015,1,26,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),11,20,8,self-employed (business),12,10,5,self-employed (non-food agriculture),4,20,8,88,88,88,88,88,88,88,88
VN110017,6,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110017,0,4,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,1,8
VN110017,5,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,nk,nk,nk,no disability,household chores,12,20,2,household dependent,88,88,88,n/a,88,88,88,8,3,2,0,0,4,3,4
VN110017,4,27,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,27,7,self-employed (livestock),12,30,2,household chores,12,30,3,88,88,88,88,88,88,88,88
VN110017,3,30,male,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,26,8,household chores,12,30,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110017,2,56,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,17,6,self-employed (livestock),10,30,3,self-employed (non-food agriculture),12,30,2,88,88,88,88,88,88,88,88
VN110017,1,58,male,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,25,6,self-employed (manufacturing),8,18,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110018,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110018,15,6,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,0,10
VN110018,3,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,12,30,2,household chores,10,20,4,n/a,88,88,88,10,2,2,2,0,4,0,4
VN110018,2,32,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,8,self-employed (livestock),12,30,2,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110018,1,32,male,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,20,8,self-employed (non-food agriculture),12,30,1,self-employed (livestock),12,30,1,88,88,88,88,88,88,88,88
VN110019,6,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110019,5,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110019,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,5,2,7
VN110019,4,23,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,4,self-employed (livestock),12,30,1,household chores,12,10,2,88,88,88,88,88,88,88,88
VN110019,3,23,male,uncle/aunt,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,20,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110019,2,27,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,20,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110019,1,56,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,30,4,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110021,3,0,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110021,0,4,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,2,0,0,0,4,1,5
VN110021,2,24,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,25,8,self-employed (livestock),12,30,2,household chores,12,28,2,88,88,88,88,88,88,88,88
VN110021,1,25,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110023,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,1,6
VN110023,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household chores,12,20,2,household dependent,88,88,88,n/a,88,88,88,8,2,0,0,0,5,4,5
VN110023,3,30,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),8,30,8,self-employed (livestock),12,30,5,household chores,12,30,2,88,88,88,88,88,88,88,88
VN110023,2,35,male,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,26,8,self-employed (food crops),12,4,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110023,1,65,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),3,15,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110024,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,3,0,10
VN110024,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,30,1,household dependent,88,88,88,n/a,88,88,88,8,0,1,0,0,5,0,6
VN110024,4,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,30,2,household dependent,88,88,88,n/a,88,88,88,8,0,2,0,0,5,4,2
VN110024,3,14,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,9,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,unemployed,88,88,88,household chores,12,30,1,n/a,88,88,88,7,0,1,4,0,6,0,2
VN110024,2,31,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,8,self-employed (livestock),6,20,4,household chores,12,30,1,88,88,88,88,88,88,88,88
VN110024,1,32,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110025,9,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110025,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,13,0,0,0,0,6,0,5
VN110025,8,17,female,uncle/aunt,"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
VN110025,7,19,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110025,6,22,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110025,5,24,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110025,4,25,female,biological parent,"yes, still lives in household",2,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,6,household chores,12,30,2,self-employed (livestock),6,28,2,88,88,88,88,88,88,88,88
VN110025,3,26,male,biological parent,"yes, still lives in household",missing,missing,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,8,self-employed (livestock),8,26,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110025,2,53,female,paternal grandparent,"no, lives elsewhere",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110025,1,54,male,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN110026,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN110026,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,government school,good,bad,no disability,household chores,12,30,2,nk,88,88,88,n/a,88,88,88,9,5,0,0,0,4,0,6
VN110026,2,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,7,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN110026,1,33,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,25,7,self-employed (livestock),12,30,4,n/a,88,88,88,88,88,88,88,88,88,88,88
