hh_id,indiv_id,age_5y,sex_5y,relate_5y,age_8y,sex_8y,relate_8y,age_12y,sex_12y,relate_12y
PE081043,2,22,Female,Biological parent,24,Female,Biological parent,28,Female,Biological parent
PE081043,3,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE081043,4,,,,1,Male,Brother/sister,5,Male,Brother/sister
PE081043,5,,,,,,,3,Male,Brother/sister
PE081043,6,,,,,,,0,Female,Brother/sister
PE081044,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081044,1,32,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE081044,2,33,Female,Biological parent,36,Female,Biological parent,40,Female,Biological parent
PE081044,3,11,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE081045,0,6,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081045,1,30,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE081045,2,28,Female,Biological parent,31,Female,Biological parent,34,Female,Biological parent
PE081045,3,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE081045,4,,,,,,,0,Male,Nephew/Niece
PE081046,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081046,1,39,Male,Biological parent,41,Male,Biological parent,46,Male,Biological parent
PE081046,2,39,Female,Biological parent,40,Female,Biological parent,45,Female,Biological parent
PE081046,3,12,Male,Brother/sister,15,Male,Brother/sister,18,Male,Brother/sister
PE081046,4,11,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE081046,15,7,Male,Brother/sister,9,Male,Brother/sister,14,Male,Brother/sister
PE081046,16,15,Female,Brother/sister,,,,,Female,
PE081046,17,61,Female,Maternal grandparent,63,Female,Maternal grandparent,67,Female,Maternal grandparent
PE081047,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081047,1,54,Male,Biological parent,56,Male,Biological parent,61,Male,Biological parent
PE081047,2,46,Female,Biological parent,48,Female,Biological parent,52,Female,Biological parent
PE081047,3,19,Female,Brother/sister,22,Female,Brother/sister,26,Female,Brother/sister
PE081047,4,18,Female,Brother/sister,20,Female,Brother/sister,24,Female,Brother/sister
PE081047,5,0,Female,Nephew/Niece,2,Female,Nephew/Niece,6,Female,Nephew/Niece
PE081047,6,,,,27,Male,Brother/sister-in-law,31,Male,Brother/sister-in-law
PE081047,7,,,,,,,1,Female,Nephew/Niece
PE081047,8,,,,,,,28,Male,Brother/sister-in-law
PE081048,0,5,Male,YL Child,,,,,,
PE081048,1,62,Female,Maternal grandparent,,,,,,
PE081048,2,24,Female,Biological parent,,,,,,
PE081048,3,19,Male,Uncle/Aunt,,,,,,
PE081048,4,11,Male,Cousin,,,,,,
PE081048,15,6,Male,Brother/sister,,,,,,
PE081048,16,3,Female,Brother/sister,,,,,,
PE081048,17,23,Male,Biological parent,,,,,,
PE081048,18,33,Male,Uncle/Aunt,,,,,,
PE081048,19,50,Female,Other relative,,,,,,
PE081048,20,26,Male,Uncle/Aunt,,,,,,
PE081048,21,30,Female,Uncle/Aunt,,,,,,
PE081049,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE081049,1,35,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE081049,2,32,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE081049,3,10,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE081049,4,64,Male,Maternal grandparent,,,,,Male,Maternal grandparent
PE081049,5,35,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081049,6,20,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081049,15,9,Male,Cousin,,,,,Male,Cousin
PE081050,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081050,1,46,Female,Biological parent,48,Female,Biological parent,52,Female,Biological parent
PE081050,2,65,Male,Biological parent,65,Male,Biological parent,69,Male,Biological parent
PE081050,3,28,Male,Brother/sister,30,Male,Brother/sister,34,Male,Brother/sister
PE081050,4,26,Female,Brother/sister,28,Female,Brother/sister,32,Female,Brother/sister
PE081050,5,22,Male,Brother/sister,25,Male,Brother/sister,28,Male,Brother/sister
PE081050,6,17,Male,Brother/sister,20,Male,Brother/sister,24,Male,Brother/sister
PE081050,7,27,Male,Uncle/Aunt,28,Male,Uncle/Aunt,32,Male,Brother/sister-in-law
PE081050,8,16,Female,Uncle/Aunt,,,,23,Female,Brother/sister-in-law
PE081050,9,3,Female,Cousin,5,Female,Cousin,9,Female,Nephew/Niece
PE081050,10,0,Female,Cousin,3,Female,Cousin,7,Female,Nephew/Niece
PE081050,11,0,Male,Cousin,3,Male,Cousin,7,Male,Nephew/Niece
PE081050,12,,,,,,,2,Female,Nephew/Niece
PE081050,13,,,,,,,0,Female,Nephew/Niece
PE081051,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081051,1,29,Female,Biological parent,32,Female,Biological parent,36,Female,Biological parent
PE081051,2,29,Male,Biological parent,32,Male,Biological parent,36,Male,Biological parent
PE081051,15,7,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE081051,16,3,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE081052,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081052,1,22,Female,Biological parent,25,Female,Biological parent,29,Female,Biological parent
PE081052,2,63,Male,"Other, unrelated",,,,,Male,
PE081052,3,45,Female,Maternal grandparent,,,,,Female,
PE081052,4,24,Male,Uncle/Aunt,,,,,Male,
PE081052,5,20,Male,Uncle/Aunt,,,,,Male,
PE081052,6,17,Male,Uncle/Aunt,,,,,Male,
PE081052,7,13,Female,Uncle/Aunt,,,,,Female,
PE081052,8,11,Female,Uncle/Aunt,,,,,Female,
PE081052,15,9,Female,Uncle/Aunt,,,,,Female,
PE081052,16,5,Female,Uncle/Aunt,,,,,Female,
PE081052,17,30,Male,Biological parent,31,Male,Biological parent,35,Male,Biological parent
PE081052,18,1,Male,Brother/sister,2,Male,Brother/sister,7,Male,Brother/sister
PE081052,19,,,,1,Female,Brother/sister,5,Female,Brother/sister
PE081052,20,,,,17,Male,Uncle/Aunt,22,Male,Uncle/Aunt
PE081052,21,,,,,,,2,Male,Brother/sister
PE081053,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081053,1,51,Male,Biological parent,53,Male,Biological parent,57,Male,Biological parent
PE081053,2,24,Female,Biological parent,27,Female,Biological parent,30,Female,Biological parent
PE081053,15,9,Male,Brother/sister,11,Male,Brother/sister,15,Male,Brother/sister
PE081053,16,7,Female,Brother/sister,9,Female,Brother/sister,13,Female,Brother/sister
PE081054,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081054,1,27,Male,Biological parent,29,Male,Biological parent,33,Male,Biological parent
PE081054,2,25,Female,Biological parent,28,Female,Biological parent,31,Female,Biological parent
PE081054,3,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE081054,4,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE081054,5,,,,,,,3,Female,Brother/sister
PE081055,0,,,,8,Male,YL Child,,,
PE081055,1,,,,,,,,,
PE081055,2,,,,,,,,,
PE081055,3,,,,54,Female,Maternal grandparent,,,
PE081055,4,,,,30,Female,Uncle/Aunt,,,
PE081055,5,,,,21,Male,Uncle/Aunt,,,
PE081055,6,,,,85,Male,Great-grandparent (Mother's side),,,
PE081055,7,,,,,,,,,
PE081056,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081056,1,35,Male,Biological parent,40,Male,Biological parent,44,Male,Biological parent
PE081056,2,29,Female,Biological parent,31,Female,Biological parent,35,Female,Biological parent
PE081056,3,11,Male,Brother/sister,,,,17,Male,Brother/sister
PE081056,4,61,Female,Maternal grandparent,63,Female,Maternal grandparent,67,Female,Maternal grandparent
PE081056,5,40,Female,Uncle/Aunt,,,,,Female,
PE081056,6,19,Female,Cousin,,,,,Female,
PE081056,7,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE081056,8,0,Female,Nephew/Niece,,,,,Female,
PE081056,9,36,Male,Uncle/Aunt,40,Male,Uncle/Aunt,45,Male,Uncle/Aunt
PE081056,10,,,,1,Female,Brother/sister,5,Female,Brother/sister
PE081057,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081057,1,24,Male,Biological parent,,,,,Male,Biological parent
PE081057,2,24,Female,Biological parent,25,Female,Biological parent,30,Female,Biological parent
PE081057,3,71,Male,Maternal grandparent,,,,,Male,
PE081057,4,64,Female,Maternal grandparent,,,,,Female,
PE081057,5,,,,23,Male,Step-parent,25,Male,Step-parent
PE081057,6,,,,50,Male,"Other, unrelated",56,Male,"Other, unrelated"
PE081057,7,,,,43,Female,"Other, unrelated",49,Female,"Other, unrelated"
PE081057,8,,,,1,Female,Half-sibling (same mother),5,Female,Half-sibling (same mother)
PE081057,9,,,,,,,0,Male,Half-sibling (same mother)
PE081058,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081058,1,26,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE081058,2,36,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE081058,3,48,Female,Maternal grandparent,50,Female,Maternal grandparent,54,Female,Maternal grandparent
PE081058,4,32,Male,"Other, unrelated",,,,,Male,"Other, unrelated"
PE081058,5,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE081059,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081059,1,28,Female,Biological parent,,,,34,Female,Biological parent
PE081059,2,28,Male,Biological parent,,,,,Male,Biological parent
PE081059,3,63,Male,Maternal grandparent,65,Male,Maternal grandparent,70,Male,Maternal grandparent
PE081059,4,56,Female,Maternal grandparent,58,Female,Maternal grandparent,66,Female,Maternal grandparent
PE081059,5,33,Male,Uncle/Aunt,35,Male,Uncle/Aunt,,Male,Uncle/Aunt
PE081059,6,28,Male,Uncle/Aunt,,,,,Male,
PE081059,7,18,Male,Cousin,,,,,Male,
PE081059,8,2,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE081059,9,,,,2,Female,Cousin,6,Female,Cousin
PE081059,10,,,,0,Male,Cousin,4,Male,Cousin
PE081059,11,,,,18,Female,Uncle/Aunt,22,Female,Uncle/Aunt
PE081060,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE081060,1,33,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE081060,2,25,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE081060,3,1,Female,Brother/sister,3,Female,Brother/sister,7,Female,Brother/sister
PE081060,4,,,,,,,0,Female,Brother/sister
PE081061,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081061,1,28,Male,Biological parent,31,Male,Biological parent,35,Male,Biological parent
PE081061,2,29,Female,Biological parent,32,Female,Biological parent,36,Female,Biological parent
PE081061,3,59,Male,Maternal grandparent,,,,,Male,
PE081061,4,54,Female,Maternal grandparent,,,,,Female,
PE081061,5,32,Male,Uncle/Aunt,,,,,Male,
PE081061,6,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE081061,7,,,,,,,3,Male,Brother/sister
PE081062,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081062,1,27,Male,Biological parent,29,Male,Biological parent,37,Male,Biological parent
PE081062,2,24,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE081062,3,90,Male,Paternal grandparent,,,,85,Male,Uncle/Aunt
PE081062,4,2,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE081062,5,,,,,,,3,Male,Brother/sister
PE081063,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE081063,1,36,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE081063,2,36,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE081063,3,17,Male,Half-sibling (same mother),20,Male,Half-sibling (same mother),24,Male,Half-sibling (same mother)
PE081063,4,11,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE081063,5,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE081064,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081064,1,31,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE081064,2,27,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE081064,3,55,Male,Maternal grandparent,57,Male,Maternal grandparent,61,Male,Maternal grandparent
PE081064,4,47,Female,Maternal grandparent,50,Female,Maternal grandparent,54,Female,Maternal grandparent
PE081064,5,24,Male,Uncle/Aunt,26,Male,Uncle/Aunt,31,Male,Uncle/Aunt
PE081064,6,3,Male,Brother/sister,5,Male,Brother/sister,9,Male,Brother/sister
PE081064,7,,,,1,Male,Brother/sister,5,Male,Brother/sister
PE081065,0,5,Male,YL Child,7,Male,YL Child,,,
PE081065,1,63,Male,Biological parent,66,Male,Biological parent,,,
PE081065,2,46,Female,Biological parent,48,Female,Biological parent,,,
PE081065,3,28,Female,Brother/sister,,,,,,
PE081065,4,24,Female,Brother/sister,26,Female,Brother/sister,,,
PE081065,5,21,Male,Brother/sister,23,Male,Brother/sister,,,
PE081065,6,19,Female,Brother/sister,,,,,,
PE081065,7,,,,3,Male,Nephew/Niece,,,
PE081066,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081066,1,35,Male,Biological parent,38,Male,Biological parent,43,Male,Biological parent
PE081066,2,38,Female,Biological parent,40,Female,Biological parent,43,Female,Biological parent
PE081066,3,12,Male,Brother/sister,15,Male,Brother/sister,19,Male,Brother/sister
PE081067,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081067,1,46,Male,Biological parent,,,,52,Male,
PE081067,2,46,Female,Biological parent,48,Female,Biological parent,52,Female,Biological parent
PE081067,3,16,Male,Brother/sister,,,,22,Male,Brother/sister
PE081067,4,24,Female,Brother/sister,,,,,Female,
PE081067,5,27,Male,Brother/sister-in-law,,,,,Male,
PE081067,6,2,Female,Nephew/Niece,,,,,Female,
PE081067,7,1,Female,Nephew/Niece,,,,,Female,
PE081068,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081068,1,35,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE081068,2,27,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE081068,3,74,Male,Paternal grandparent,,,,71,Male,Paternal grandparent
PE081068,4,,,,27,Female,Uncle/Aunt,31,Female,Uncle/Aunt
PE081069,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081069,1,30,Male,Biological parent,32,Male,Biological parent,36,Male,Biological parent
PE081069,2,24,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE081069,3,71,Male,Paternal grandparent,73,Male,Paternal grandparent,77,Male,Paternal grandparent
PE081069,4,32,Female,Uncle/Aunt,,,,,Female,
PE081069,5,11,Female,Cousin,,,,,Female,
PE081069,6,23,Male,Cousin,,,,,Male,
PE081069,7,22,Female,Cousin,,,,,Female,
PE081069,8,20,Female,Cousin,,,,,Female,
PE081069,15,8,Female,Brother/sister,11,Female,Brother/sister,15,Female,Brother/sister
PE081069,16,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE081070,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081070,1,38,Male,Biological parent,,,,,Male,
PE081070,2,31,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE081070,3,11,Female,Half-sibling (same mother),13,Female,Half-sibling (same mother),17,Female,Half-sibling (same mother)
PE081070,4,51,Male,Maternal grandparent,55,Male,Maternal grandparent,59,Male,Maternal grandparent
PE081070,5,52,Female,Maternal grandparent,58,Female,Maternal grandparent,62,Female,Maternal grandparent
PE081070,6,30,Female,Uncle/Aunt,,,,,Female,
PE081070,7,27,Male,Uncle/Aunt,,,,,Male,
PE081070,8,18,Male,Uncle/Aunt,21,Male,Uncle/Aunt,25,Male,Uncle/Aunt
PE081070,9,27,Female,Uncle/Aunt,,,,,Female,
PE081071,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081071,1,50,Male,Biological parent,43,Male,Biological parent,58,Male,Biological parent
PE081071,2,29,Female,Biological parent,32,Female,Biological parent,36,Female,Biological parent
PE081071,3,10,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE081071,4,67,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE081072,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081072,1,22,Female,Biological parent,25,Female,Biological parent,29,Female,Biological parent
PE081072,2,27,Male,Biological parent,29,Male,Biological parent,33,Male,Biological parent
PE081072,3,14,Female,Uncle/Aunt,16,Female,Uncle/Aunt,20,Female,Uncle/Aunt
PE081072,4,,,,54,Male,Maternal grandparent,55,Male,Maternal grandparent
PE081073,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081073,1,37,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE081073,2,30,Female,Biological parent,33,Female,Biological parent,39,Female,Biological parent
PE081073,3,10,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE081073,4,29,Male,Uncle/Aunt,,,,,Male,Cousin
PE081073,15,7,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE081073,16,1,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE081073,17,,,,2,Male,Brother/sister,5,Male,Brother/sister
PE081074,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081074,1,31,Male,Biological parent,32,Male,Biological parent,,Male,Biological parent
PE081074,2,27,Female,Biological parent,30,Female,Biological parent,34,Female,Biological parent
PE081074,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE081074,16,,,,,,,0,Female,Brother/sister
PE081074,17,,,,,,,30,Male,Step-parent
PE081075,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081075,1,28,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE081075,2,27,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE081075,3,47,Male,Paternal grandparent,,,,,Male,Paternal grandparent
PE081075,4,47,Male,Paternal grandparent,,,,,Female,Paternal grandparent
PE081075,5,18,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081075,15,8,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081075,16,,,,,,,56,Female,Maternal grandparent
PE081075,17,,,,,,,58,Male,Maternal grandparent
PE081075,18,,,,,,,31,Male,Uncle/Aunt
PE081076,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081076,1,30,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE081076,2,25,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE081076,3,67,Male,Paternal grandparent,,,,,Male,
PE081076,4,62,Female,Paternal grandparent,,,,,Female,
PE081076,5,25,Male,Uncle/Aunt,,,,,Male,
PE081076,6,23,Female,Uncle/Aunt,,,,,Female,
PE081076,7,26,Female,Uncle/Aunt,,,,,Female,
PE081076,8,22,Female,Uncle/Aunt,,,,,Female,
PE081076,9,18,Female,Uncle/Aunt,,,,,Female,
PE081076,10,21,Male,Cousin,,,,,Male,
PE081076,11,15,Male,Cousin,,,,,Male,
PE081076,12,16,Female,"Other, unrelated",,,,,Female,
PE081076,13,11,Male,"Other, unrelated",,,,,Male,
PE081076,15,4,Male,Cousin,,,,,Male,
PE081076,16,8,Female,"Other, unrelated",,,,,Male,
PE081076,17,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE081077,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081077,1,31,Male,Biological parent,,,,38,Male,Biological parent
PE081077,2,26,Female,Biological parent,29,Female,Biological parent,,Female,Biological parent
PE081077,3,64,Male,Paternal grandparent,,,,70,Male,Paternal grandparent
PE081077,4,57,Female,Paternal grandparent,,,,66,Female,Paternal grandparent
PE081077,5,26,Male,Uncle/Aunt,,,,31,Male,Uncle/Aunt
PE081077,6,22,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081077,7,15,Female,Cousin,,,,21,Female,Cousin
PE081077,8,14,Female,Cousin,,,,,Female,Cousin
PE081077,15,4,Male,Cousin,,,,11,Male,Cousin
PE081077,16,33,Female,Step-parent,,,,46,Female,Step-parent
PE081077,17,33,Female,Uncle/Aunt,,,,39,Female,Uncle/Aunt
PE081077,18,16,Female,Cousin,,,,38,Male,Uncle/Aunt
PE081077,19,,,,75,Male,Maternal grandparent,,Male,Maternal grandparent
PE081077,20,,,,55,Female,Maternal grandparent,,Female,Maternal grandparent
PE081077,21,,,,,,,28,Female,Uncle/Aunt
PE081077,22,,,,,,,2,Male,Cousin
PE081077,23,,,,,,,3,Female,Cousin
PE081077,24,,,,,,,39,Male,Uncle/Aunt
PE081078,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081078,1,29,Male,Biological parent,30,Male,Biological parent,35,Male,Biological parent
PE081078,2,26,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE081078,3,51,Male,Maternal grandparent,,,,58,Male,Maternal grandparent
PE081078,4,50,Male,Uncle/Aunt,,,,67,Female,Maternal grandparent
PE081078,5,30,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE081078,6,21,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE081078,7,17,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081078,8,23,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081078,9,27,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE081078,10,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE081078,11,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE081078,12,26,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE081079,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081079,1,31,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE081079,2,60,Male,Maternal grandparent,,,,,Male,
PE081079,3,62,Female,Maternal grandparent,,,,,Female,
PE081079,4,38,Female,Uncle/Aunt,,,,,Female,
PE081079,5,35,Female,Uncle/Aunt,,,,,Female,
PE081079,6,10,Female,Cousin,,,,,Female,
PE081079,7,32,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE081080,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081080,1,32,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE081080,2,27,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE081080,15,7,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE081080,16,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE081081,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081081,1,23,Female,Biological parent,25,Female,Biological parent,29,Female,Biological parent
PE081081,2,53,Male,Maternal grandparent,55,Male,Maternal grandparent,60,Male,Maternal grandparent
PE081081,3,53,Female,Maternal grandparent,55,Female,Maternal grandparent,60,Female,Maternal grandparent
PE081081,4,29,Female,Uncle/Aunt,,,,33,Female,Uncle/Aunt
PE081081,5,21,Female,Uncle/Aunt,,,,,Male,
PE081081,6,15,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE081081,7,,,,24,Female,Uncle/Aunt,26,Female,Uncle/Aunt
PE081082,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081082,1,36,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE081082,2,35,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE081082,3,,,,,,,1,Male,Brother/sister
PE081083,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081083,1,37,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE081083,2,36,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE081083,3,14,Female,Brother/sister,16,Female,Brother/sister,20,Female,Brother/sister
PE081084,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081084,1,34,Male,Biological parent,36,Male,Biological parent,41,Male,Biological parent
PE081084,2,34,Female,Biological parent,36,Female,Biological parent,41,Female,Biological parent
PE081084,3,12,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE081085,1,,,,,,,,,
PE081085,2,,,,,,,,,
PE081085,3,,,,,,,,,
PE081085,15,,,,,,,,,
PE081086,0,,,,7,Male,YL Child,,,
PE081086,1,,,,45,Female,Biological parent,,,
PE081086,2,,,,,,,,,
PE081086,3,,,,,,,,,
PE081087,0,5,Male,YL Child,7,Male,YL Child,,,
PE081087,1,26,Female,Biological parent,28,Female,Biological parent,,,
PE081087,2,27,Male,Biological parent,,,,,,
PE081087,15,7,Male,Brother/sister,9,Male,Brother/sister,,,
PE081087,16,2,Female,Brother/sister,4,Female,Brother/sister,,,
PE081087,17,23,Male,Uncle/Aunt,24,Male,Uncle/Aunt,,,
PE081087,18,22,Female,Uncle/Aunt,23,Female,Uncle/Aunt,,,
PE081087,19,19,Female,Uncle/Aunt,,,,,,
PE081087,20,17,Male,Uncle/Aunt,20,Male,Uncle/Aunt,,,
PE081087,21,16,Female,Uncle/Aunt,18,Female,Uncle/Aunt,,,
PE081087,22,24,Female,Uncle/Aunt,,,,,,
PE081087,23,32,Male,Uncle/Aunt,,,,,,
PE081087,24,5,Female,Cousin,,,,,,
PE081087,25,46,Female,Maternal grandparent,48,Female,Maternal grandparent,,,
PE081087,26,,,,1,Male,Half-sibling (same mother),,,
PE081088,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081088,1,24,Male,Biological parent,26,Male,Biological parent,31,Male,Biological parent
PE081088,2,25,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE081088,3,30,Male,Uncle/Aunt,,,,,Male,
PE081088,4,35,Female,Uncle/Aunt,,,,,Female,
PE081088,5,12,Male,Cousin,,,,,Male,
PE081088,15,6,Female,Cousin,,,,,Female,
PE081088,16,22,Female,Uncle/Aunt,24,Female,Uncle/Aunt,,Female,Uncle/Aunt
PE081088,17,,,,46,Female,Maternal grandparent,,Female,Maternal grandparent
PE081088,18,,,,21,Male,Uncle/Aunt,,Male,Uncle/Aunt
PE081088,19,,,,13,Female,Uncle/Aunt,,Female,Uncle/Aunt
PE081088,20,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE081088,21,,,,2,Male,Half-sibling (same mother),,Male,Cousin
PE081089,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081089,1,41,Female,Biological parent,44,Female,Biological parent,48,Female,Biological parent
PE081089,2,41,Male,Biological parent,43,Male,Biological parent,47,Male,Biological parent
PE081089,3,22,Male,Half-sibling (same mother),25,Male,Half-sibling (same mother),28,Male,Half-sibling (same mother)
PE081089,4,13,Male,Cousin,16,Male,Cousin,20,Male,Adoptive brother/sister
PE081089,5,13,Male,Brother/sister,16,Male,Brother/sister,20,Male,Brother/sister
PE081089,6,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE081089,7,,,,,,,10,Female,Cousin
PE081090,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081090,1,40,Male,Biological parent,42,Male,Biological parent,46,Male,Biological parent
PE081090,2,32,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE081090,3,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE081091,0,5,Female,YL Child,8,Female,YL Child,11,Female,YL Child
PE081091,1,51,Male,Biological parent,54,Male,Biological parent,58,Male,Biological parent
