hhid,roster_id,age,sex,mother_id,education_complete,current_grade
2341,2,84,Mujer,,beyond secondary,
2341,3,28,Mujer,,beyond secondary,
2342,1,49,Mujer,,beyond secondary,
2343,1,53,Hombre,,beyond secondary,
2343,2,49,Mujer,,beyond secondary,
2344,3,27,Mujer,,beyond secondary,
2344,4,6,Mujer,3,beyond secondary,1
2343,6,20,Hombre,2,beyond secondary,
2344,7,28,Hombre,,beyond secondary,
2345,3,29,Mujer,,beyond secondary,
2345,4,10,Hombre,3,beyond secondary,5
2345,8,35,Hombre,,beyond secondary,
2346,1,34,Hombre,,beyond secondary,
2346,2,35,Mujer,,beyond secondary,
2346,3,14,Hombre,2,beyond secondary,8
2346,4,11,Mujer,2,beyond secondary,6
2347,1,32,Hombre,,beyond secondary,
2347,2,30,Mujer,,beyond secondary,
2347,3,9,Mujer,2,beyond secondary,4
2347,4,3,Hombre,2,beyond secondary,
2348,1,25,Hombre,,beyond secondary,
2348,2,24,Mujer,4,beyond secondary,
2348,3,7,Mujer,2,beyond secondary,1
2348,4,60,Mujer,,beyond secondary,1
2348,5,69,Hombre,,beyond secondary,
2349,1,48,Hombre,,beyond secondary,
2349,2,50,Mujer,,beyond secondary,
2349,3,22,Mujer,2,beyond secondary,
2350,1,40,Hombre,,beyond secondary,14
2351,3,44,Hombre,,beyond secondary,
2351,5,17,Mujer,,beyond secondary,
2352,1,64,Hombre,,beyond secondary,
2352,2,56,Mujer,,beyond secondary,
2352,3,27,Hombre,2,beyond secondary,
2352,4,13,Mujer,,beyond secondary,7
2353,1,55,Mujer,,beyond secondary,
2354,1,52,Hombre,,beyond secondary,
2354,2,38,Mujer,,beyond secondary,
2355,2,42,Mujer,,beyond secondary,
2355,3,15,Mujer,2,beyond secondary,10
2355,4,1,Hombre,3,beyond secondary,
2356,1,50,Hombre,,beyond secondary,
2356,2,42,Mujer,,beyond secondary,
2356,3,18,Hombre,2,beyond secondary,
2356,4,12,Hombre,2,beyond secondary,7
2357,1,64,Mujer,,beyond secondary,
2358,1,38,Hombre,,beyond secondary,
2358,2,38,Mujer,,beyond secondary,
2358,3,19,Mujer,2,beyond secondary,13
2358,4,15,Hombre,2,beyond secondary,6
2358,5,9,Hombre,2,beyond secondary,2
2358,6,5,Mujer,,beyond secondary,
2359,1,59,Mujer,,beyond secondary,
2359,4,6,Hombre,,beyond secondary,1
2359,6,30,Mujer,1,beyond secondary,15
2359,7,26,Hombre,,beyond secondary,
2359,8,7,Mujer,6,beyond secondary,3
2359,9,1,Mujer,6,beyond secondary,
2360,1,36,Hombre,,beyond secondary,
2361,2,31,Mujer,,beyond secondary,
2361,3,17,Hombre,2,beyond secondary,11
2361,4,13,Mujer,2,beyond secondary,
2361,5,8,Hombre,2,beyond secondary,2
2360,6,2,Hombre,7,beyond secondary,
2361,6,62,Hombre,,beyond secondary,
2360,7,25,Mujer,,beyond secondary,
2361,10,1,Mujer,2,beyond secondary,
2362,1,46,Hombre,,beyond secondary,
2362,2,35,Mujer,,beyond secondary,
2362,3,16,Hombre,2,beyond secondary,11
2362,4,72,Mujer,,beyond secondary,
2363,2,44,Mujer,,beyond secondary,
2363,3,24,Mujer,2,beyond secondary,
2363,4,22,Hombre,2,beyond secondary,11
2363,5,17,Mujer,2,beyond secondary,6
2363,6,14,Mujer,2,beyond secondary,7
2363,7,12,Hombre,2,beyond secondary,5
2363,8,3,Hombre,3,beyond secondary,
2364,1,56,Hombre,,beyond secondary,
2364,2,46,Mujer,,beyond secondary,
2365,2,43,Mujer,,beyond secondary,
2365,4,10,Mujer,2,beyond secondary,2
2365,5,9,Hombre,2,beyond secondary,3
2365,6,7,Hombre,2,beyond secondary,1
2366,1,39,Hombre,5,beyond secondary,
2366,4,11,Mujer,,beyond secondary,6
2366,5,67,Mujer,,beyond secondary,
2367,1,40,Hombre,,beyond secondary,
2368,1,47,Mujer,,beyond secondary,
2368,2,26,Hombre,1,beyond secondary,
2368,3,24,Hombre,1,beyond secondary,
2369,1,52,Hombre,,beyond secondary,
2369,2,46,Mujer,,beyond secondary,
2369,3,26,Hombre,2,beyond secondary,
2369,4,23,Mujer,2,beyond secondary,
2369,5,4,Hombre,4,beyond secondary,
2370,1,58,Hombre,,beyond secondary,
2370,2,31,Hombre,,beyond secondary,
2370,6,33,Mujer,,beyond secondary,
2370,7,24,Hombre,,beyond secondary,2
2371,1,51,Mujer,,beyond secondary,
2371,2,24,Hombre,1,beyond secondary,
2371,3,16,Mujer,1,beyond secondary,11
2372,1,64,Hombre,,beyond secondary,
2372,2,58,Mujer,,beyond secondary,
2372,3,16,Hombre,2,beyond secondary,10
2373,1,46,Hombre,,beyond secondary,
2373,2,47,Mujer,,beyond secondary,
2373,3,25,Hombre,2,beyond secondary,13
2373,4,22,Hombre,2,beyond secondary,
2373,5,15,Hombre,2,beyond secondary,9
2374,1,41,Hombre,,beyond secondary,
2374,2,38,Mujer,,beyond secondary,
2374,3,10,Mujer,2,beyond secondary,5
2374,4,6,Mujer,2,beyond secondary,1
2375,1,62,Hombre,,beyond secondary,
2375,2,63,Mujer,,beyond secondary,
2375,3,19,Hombre,2,beyond secondary,
2375,4,17,Mujer,2,beyond secondary,11
2375,5,21,Hombre,,beyond secondary,
2376,1,42,Hombre,,beyond secondary,
2376,2,37,Mujer,4,beyond secondary,
2376,4,63,Mujer,,beyond secondary,
2377,1,59,Mujer,,beyond secondary,
2377,3,82,Mujer,,beyond secondary,
2378,2,43,Mujer,,beyond secondary,
2378,3,21,Mujer,2,beyond secondary,1
2378,4,16,Mujer,2,beyond secondary,7
2378,5,12,Hombre,2,beyond secondary,5
2379,2,56,Mujer,,beyond secondary,
2379,4,18,Hombre,2,beyond secondary,1
2380,1,40,Mujer,,beyond secondary,
2380,2,11,Hombre,1,beyond secondary,6
2380,3,8,Hombre,1,beyond secondary,3
2380,4,77,Hombre,,beyond secondary,
2381,1,42,Hombre,,beyond secondary,
2381,2,42,Mujer,,beyond secondary,
2381,3,14,Hombre,2,beyond secondary,7
2381,4,7,Hombre,2,beyond secondary,2
2381,5,40,Mujer,,beyond secondary,
2382,1,40,Hombre,,beyond secondary,
2382,2,41,Mujer,,beyond secondary,
2382,3,16,Mujer,2,beyond secondary,5
2382,4,20,Hombre,,beyond secondary,5
2382,5,1,Hombre,3,beyond secondary,
2382,6,0,Hombre,3,beyond secondary,
2383,1,65,Hombre,,beyond secondary,
2383,2,50,Mujer,,beyond secondary,
2383,3,28,Hombre,2,beyond secondary,
2383,4,22,Mujer,2,beyond secondary,16
2383,5,4,Mujer,4,beyond secondary,
2384,1,49,Mujer,,beyond secondary,
2384,2,21,Mujer,1,beyond secondary,1
2384,3,19,Hombre,1,beyond secondary,11
2385,1,58,Mujer,,beyond secondary,
2386,1,36,Hombre,3,beyond secondary,12
2386,2,66,Hombre,,beyond secondary,
2386,3,63,Mujer,,beyond secondary,
2386,5,37,Hombre,3,beyond secondary,
2387,1,37,Hombre,,beyond secondary,15
2387,2,36,Mujer,,beyond secondary,
2387,3,11,Hombre,2,beyond secondary,6
2387,4,5,Mujer,2,beyond secondary,
2388,1,42,Hombre,,beyond secondary,
2388,2,40,Mujer,,beyond secondary,
2388,3,19,Mujer,2,beyond secondary,14
2388,4,14,Hombre,2,beyond secondary,9
2388,5,11,Mujer,2,beyond secondary,5
2389,1,47,Hombre,,beyond secondary,
2389,2,43,Mujer,,beyond secondary,
2389,3,16,Mujer,2,beyond secondary,10
2390,1,48,Hombre,,beyond secondary,
2390,2,53,Mujer,,beyond secondary,
2390,3,12,Mujer,2,beyond secondary,6
2391,4,26,Mujer,,beyond secondary,
2391,5,6,Mujer,4,beyond secondary,1
2390,6,23,Mujer,2,beyond secondary,
2390,7,8,Mujer,6,beyond secondary,2
2391,8,33,Hombre,,beyond secondary,
2392,1,65,Hombre,,beyond secondary,
2392,2,59,Mujer,,beyond secondary,
2392,3,31,Hombre,2,beyond secondary,
2393,1,51,Mujer,,beyond secondary,
2393,2,26,Hombre,1,beyond secondary,
2393,3,24,Hombre,1,beyond secondary,
2394,1,49,Hombre,2,beyond secondary,
2394,2,79,Mujer,,beyond secondary,
2394,3,81,Hombre,,beyond secondary,
2394,4,45,Mujer,2,beyond secondary,
2394,7,16,Mujer,,beyond secondary,9
2395,1,61,Mujer,,beyond secondary,
2395,5,63,Mujer,,beyond secondary,
2396,1,54,Hombre,,beyond secondary,
2396,2,46,Mujer,,beyond secondary,12
2396,3,11,Hombre,2,beyond secondary,5
2396,4,8,Hombre,2,beyond secondary,2
2396,6,6,Hombre,2,beyond secondary,0
2397,1,45,Hombre,,beyond secondary,
2397,2,43,Mujer,,beyond secondary,
2397,3,10,Mujer,2,beyond secondary,4
2397,6,3,Hombre,2,beyond secondary,
2398,1,64,Mujer,,beyond secondary,
2398,2,49,Hombre,,beyond secondary,
2398,3,9,Mujer,,beyond secondary,4
2399,1,33,Mujer,,beyond secondary,
2399,2,12,Mujer,1,beyond secondary,6
2399,3,8,Mujer,1,beyond secondary,3
2400,1,61,Mujer,,beyond secondary,
2400,2,24,Mujer,1,beyond secondary,
2401,1,53,Hombre,,beyond secondary,
2401,2,50,Mujer,,beyond secondary,
2401,4,26,Mujer,2,beyond secondary,1
2401,5,27,Mujer,2,beyond secondary,
2401,6,9,Hombre,5,beyond secondary,4
2401,7,8,Mujer,5,beyond secondary,3
2402,1,53,Mujer,,beyond secondary,
2402,3,26,Mujer,1,beyond secondary,
2402,4,23,Mujer,1,beyond secondary,
2403,1,42,Hombre,,beyond secondary,
2403,2,41,Mujer,4,beyond secondary,
2403,3,12,Mujer,2,beyond secondary,7
2403,4,75,Mujer,,beyond secondary,
2403,5,6,Mujer,2,beyond secondary,0
2403,6,1,Mujer,2,beyond secondary,
2404,1,35,Hombre,,beyond secondary,
2404,2,32,Mujer,5,beyond secondary,
2404,3,15,Hombre,2,beyond secondary,10
2404,4,12,Hombre,2,beyond secondary,6
2404,5,59,Mujer,,beyond secondary,
2404,6,3,Mujer,2,beyond secondary,
2405,1,59,Hombre,,beyond secondary,
2405,2,46,Mujer,,beyond secondary,
2405,3,20,Hombre,2,beyond secondary,13
2405,4,16,Hombre,2,beyond secondary,9
2405,5,25,Mujer,2,beyond secondary,
2406,1,41,Mujer,,beyond secondary,
2406,3,11,Hombre,1,beyond secondary,5
2407,1,61,Hombre,,beyond secondary,
2407,2,60,Mujer,,beyond secondary,
2408,2,43,Mujer,,beyond secondary,
2408,4,17,Hombre,2,beyond secondary,11
2408,5,15,Hombre,2,beyond secondary,10
2408,6,20,Hombre,2,beyond secondary,
2409,1,52,Hombre,,beyond secondary,
2409,2,47,Mujer,,beyond secondary,
2409,3,25,Hombre,2,beyond secondary,
2409,4,23,Hombre,2,beyond secondary,
2410,1,62,Mujer,,beyond secondary,
2410,2,30,Mujer,1,beyond secondary,
2410,3,24,Hombre,,beyond secondary,
2411,1,53,Hombre,,beyond secondary,
2411,2,49,Mujer,,beyond secondary,
2411,4,9,Hombre,2,beyond secondary,4
2411,5,21,Mujer,2,beyond secondary,
2411,6,39,Mujer,,beyond secondary,
2412,1,68,Mujer,,beyond secondary,
2412,3,13,Hombre,,beyond secondary,4
2412,7,32,Mujer,,beyond secondary,
2412,8,36,Hombre,1,beyond secondary,
2412,9,14,Hombre,7,beyond secondary,7
2412,10,7,Hombre,7,beyond secondary,2
2413,1,67,Mujer,,beyond secondary,
2413,2,75,Hombre,,beyond secondary,
2413,3,34,Hombre,1,beyond secondary,
2413,5,15,Hombre,,beyond secondary,8
2413,6,3,Hombre,,beyond secondary,
2414,2,48,Mujer,,beyond secondary,
2415,1,40,Hombre,,beyond secondary,
2415,2,36,Mujer,,beyond secondary,
2415,3,15,Hombre,2,beyond secondary,8
2415,4,12,Mujer,2,beyond secondary,7
2416,1,42,Hombre,,beyond secondary,
2416,2,32,Mujer,,beyond secondary,
2416,3,10,Mujer,2,beyond secondary,5
2416,4,2,Mujer,2,beyond secondary,
2417,1,48,Hombre,,beyond secondary,
2418,1,66,Mujer,,beyond secondary,
2418,3,39,Hombre,1,beyond secondary,
2418,4,35,Hombre,1,beyond secondary,
2419,5,15,Mujer,,beyond secondary,8
2420,6,33,Mujer,8,beyond secondary,1
2420,8,68,Mujer,,beyond secondary,
2419,9,61,Hombre,,beyond secondary,
2419,10,51,Mujer,,beyond secondary,
2419,11,28,Hombre,10,beyond secondary,
2419,12,16,Mujer,10,beyond secondary,11
2421,3,29,Mujer,,beyond secondary,
2421,4,33,Hombre,,beyond secondary,13
2421,5,4,Mujer,3,beyond secondary,
2422,1,53,Mujer,,beyond secondary,
2422,3,22,Hombre,1,beyond secondary,
2422,4,23,Mujer,1,beyond secondary,13
2422,5,7,Mujer,4,beyond secondary,2
2423,1,62,Mujer,5,beyond secondary,
2423,4,23,Mujer,1,beyond secondary,14
2423,5,87,Mujer,,beyond secondary,
2424,1,54,Mujer,,beyond secondary,
2424,3,25,Hombre,1,beyond secondary,
2424,4,59,Hombre,,beyond secondary,
2425,4,27,Mujer,,beyond secondary,
2425,5,11,Mujer,4,beyond secondary,4
2425,6,4,Hombre,4,beyond secondary,
2425,7,32,Hombre,,beyond secondary,
2426,1,53,Mujer,,beyond secondary,
2426,3,33,Hombre,1,beyond secondary,
2426,4,31,Hombre,1,beyond secondary,
2426,6,23,Mujer,,beyond secondary,
2426,7,23,Mujer,,beyond secondary,1
2426,8,0,Hombre,7,beyond secondary,
2426,9,0,Mujer,6,beyond secondary,
2427,1,55,Mujer,3,beyond secondary,
2427,3,72,Mujer,,beyond secondary,
2427,4,29,Hombre,1,beyond secondary,
2427,5,10,Hombre,,beyond secondary,5
2428,1,65,Hombre,,beyond secondary,
2428,2,62,Hombre,,beyond secondary,
2429,1,51,Hombre,,beyond secondary,13
2429,6,25,Mujer,,beyond secondary,13
2430,1,34,Mujer,,beyond secondary,
2430,2,17,Mujer,1,beyond secondary,8
2430,3,16,Hombre,1,beyond secondary,
2431,4,11,Hombre,,beyond secondary,4
2430,5,27,Hombre,,beyond secondary,
2431,6,41,Hombre,7,beyond secondary,
2430,6,15,Mujer,,beyond secondary,
2431,7,60,Mujer,,beyond secondary,
2430,7,1,Hombre,2,beyond secondary,
2431,8,65,Hombre,,beyond secondary,
2432,2,46,Mujer,,beyond secondary,
2432,3,25,Mujer,2,beyond secondary,
2432,5,21,Hombre,2,beyond secondary,
2432,6,20,Mujer,,beyond secondary,
2432,7,23,Mujer,,beyond secondary,15
2432,8,2,Mujer,7,beyond secondary,
2432,9,32,Hombre,,beyond secondary,
2433,1,43,Hombre,,beyond secondary,
2433,2,30,Mujer,6,beyond secondary,
2433,3,10,Mujer,2,beyond secondary,5
2433,4,8,Hombre,2,beyond secondary,3
2433,5,13,Mujer,2,beyond secondary,8
2433,6,67,Mujer,,beyond secondary,
2434,1,36,Mujer,3,beyond secondary,
2434,3,69,Mujer,,beyond secondary,
2434,4,45,Hombre,3,beyond secondary,
2435,1,56,Hombre,,beyond secondary,
2435,2,49,Mujer,,beyond secondary,
2435,3,12,Mujer,2,beyond secondary,6
2435,4,17,Hombre,2,beyond secondary,10
2436,1,30,Hombre,,beyond secondary,
2436,2,26,Mujer,,beyond secondary,
2436,3,6,Hombre,2,beyond secondary,1
2437,1,72,Hombre,,beyond secondary,
2437,2,58,Mujer,,beyond secondary,
2438,1,42,Mujer,,beyond secondary,
2438,2,38,Hombre,,beyond secondary,
2438,3,13,Hombre,1,beyond secondary,6
2438,4,8,Mujer,1,beyond secondary,3
2438,5,6,Hombre,1,beyond secondary,1
2438,6,20,Mujer,1,beyond secondary,
2439,1,57,Mujer,,beyond secondary,
2439,3,32,Mujer,1,beyond secondary,
2439,4,13,Hombre,3,beyond secondary,8
2439,5,11,Hombre,3,beyond secondary,5
2440,1,31,Hombre,,beyond secondary,
2440,2,33,Mujer,,beyond secondary,
2440,3,18,Hombre,2,beyond secondary,15
2440,4,12,Mujer,2,beyond secondary,7
2440,5,6,Mujer,2,beyond secondary,1
2441,1,33,Hombre,,beyond secondary,
2441,2,32,Mujer,,beyond secondary,
2441,3,9,Mujer,2,beyond secondary,4
2441,4,2,Mujer,2,beyond secondary,
2442,1,47,Hombre,,beyond secondary,
2442,2,43,Mujer,,beyond secondary,
2442,3,25,Hombre,2,beyond secondary,
2442,4,24,Hombre,2,beyond secondary,
2442,5,21,Hombre,2,beyond secondary,
2442,6,19,Mujer,2,beyond secondary,1
2442,7,13,Mujer,2,beyond secondary,8
2443,1,55,Hombre,,beyond secondary,
2443,2,22,Mujer,7,beyond secondary,
2443,3,16,Hombre,7,beyond secondary,11
2443,4,14,Mujer,7,beyond secondary,9
2443,5,8,Mujer,7,beyond secondary,3
2443,6,8,Mujer,7,beyond secondary,3
2443,7,45,Mujer,,beyond secondary,
2444,1,74,Hombre,,beyond secondary,
2444,2,69,Mujer,,beyond secondary,
2444,3,39,Mujer,2,beyond secondary,
2444,4,29,Mujer,2,beyond secondary,
2445,1,69,Hombre,,beyond secondary,
2445,2,52,Mujer,,beyond secondary,
2445,3,20,Hombre,2,beyond secondary,
2446,1,32,Hombre,5,beyond secondary,
2447,2,27,Mujer,6,beyond secondary,
2446,2,20,Mujer,,beyond secondary,
2446,3,0,Mujer,2,beyond secondary,
2447,3,9,Mujer,2,beyond secondary,2
2446,4,74,Hombre,,beyond secondary,
2447,4,7,Hombre,2,beyond secondary,1
2447,5,12,Mujer,2,beyond secondary,4
2446,5,66,Mujer,,beyond secondary,
2447,6,61,Mujer,,beyond secondary,
2447,7,38,Hombre,6,beyond secondary,
2448,2,42,Mujer,,beyond secondary,
2448,3,7,Mujer,2,beyond secondary,1
2449,1,60,Hombre,,beyond secondary,
2449,3,24,Hombre,4,beyond secondary,16
2449,4,55,Mujer,,beyond secondary,
2450,1,42,Hombre,,beyond secondary,
2451,2,37,Mujer,,beyond secondary,
2451,4,17,Mujer,2,beyond secondary,10
2451,5,15,Hombre,2,beyond secondary,8
2451,6,12,Hombre,2,beyond secondary,3
2451,7,26,Hombre,,beyond secondary,
2452,1,46,Hombre,,beyond secondary,
2452,2,42,Mujer,,beyond secondary,
2452,4,18,Hombre,2,beyond secondary,
2453,1,62,Hombre,,beyond secondary,
2453,2,47,Mujer,,beyond secondary,
2453,3,21,Hombre,2,beyond secondary,14
2453,4,29,Mujer,2,beyond secondary,12
2453,5,7,Hombre,4,beyond secondary,2
2453,6,20,Mujer,,beyond secondary,
2453,7,0,Hombre,6,beyond secondary,
2454,1,42,Hombre,,beyond secondary,
2454,2,37,Mujer,,beyond secondary,
2454,3,17,Mujer,2,beyond secondary,12
2454,4,14,Mujer,2,beyond secondary,8
2454,5,6,Hombre,2,beyond secondary,2
2455,1,69,Mujer,,beyond secondary,
2455,2,43,Hombre,1,beyond secondary,
2455,3,39,Hombre,1,beyond secondary,
2456,1,70,Mujer,,beyond secondary,
2457,2,42,Mujer,,beyond secondary,
2457,3,22,Hombre,2,beyond secondary,
2457,4,17,Hombre,2,beyond secondary,12
2457,5,15,Mujer,2,beyond secondary,8
2456,6,42,Hombre,1,beyond secondary,
2456,7,47,Hombre,1,beyond secondary,
2458,2,60,Mujer,,beyond secondary,
2458,4,33,Hombre,2,beyond secondary,
2458,5,31,Mujer,,beyond secondary,13
2459,1,37,Hombre,,beyond secondary,
2459,2,46,Mujer,,beyond secondary,
2459,3,6,Mujer,,beyond secondary,1
2460,1,44,Hombre,,beyond secondary,
2460,2,40,Mujer,,beyond secondary,
2460,3,17,Mujer,2,beyond secondary,11
2460,4,15,Hombre,2,beyond secondary,9
2460,5,20,Hombre,2,beyond secondary,
2461,1,64,Mujer,,beyond secondary,
2461,2,15,Mujer,,beyond secondary,
2462,1,50,Hombre,,beyond secondary,
2462,2,54,Mujer,,beyond secondary,
2462,3,31,Mujer,2,beyond secondary,
2462,4,24,Mujer,2,beyond secondary,
2462,5,16,Hombre,2,beyond secondary,11
2462,6,25,Hombre,,beyond secondary,12
2462,7,0,Mujer,3,beyond secondary,
2463,1,55,Hombre,,beyond secondary,
2463,2,50,Mujer,,beyond secondary,
2463,3,18,Mujer,2,beyond secondary,12
2464,1,39,Hombre,,beyond secondary,
2464,2,40,Mujer,,beyond secondary,
2464,3,13,Hombre,2,beyond secondary,8
2465,1,39,Mujer,3,beyond secondary,
2465,2,13,Mujer,1,beyond secondary,9
2465,3,62,Mujer,,beyond secondary,
2466,1,48,Mujer,,beyond secondary,
2466,2,76,Hombre,,beyond secondary,
2466,4,17,Hombre,1,beyond secondary,12
2466,5,14,Hombre,1,beyond secondary,10
2467,1,45,Mujer,,beyond secondary,
2467,4,12,Hombre,1,beyond secondary,7
2467,6,49,Mujer,,beyond secondary,
2467,7,27,Mujer,6,beyond secondary,
2467,8,21,Hombre,6,beyond secondary,
2467,9,10,Mujer,6,beyond secondary,3
2468,1,30,Hombre,4,beyond secondary,
2468,4,49,Mujer,,beyond secondary,
2468,5,23,Hombre,4,beyond secondary,
2468,6,11,Mujer,4,beyond secondary,5
2468,7,9,Hombre,4,beyond secondary,4
2468,8,13,Mujer,10,beyond secondary,7
2468,9,13,Hombre,10,beyond secondary,7
2468,10,40,Mujer,,beyond secondary,
2469,1,50,Mujer,,beyond secondary,
2469,8,50,Hombre,,beyond secondary,
2470,2,38,Mujer,5,beyond secondary,
2470,3,15,Mujer,2,beyond secondary,10
2470,4,7,Mujer,2,beyond secondary,2
2470,5,36,Hombre,,beyond secondary,
2470,6,62,Mujer,,beyond secondary,
2471,1,53,Hombre,,beyond secondary,
2471,2,59,Mujer,,beyond secondary,
2471,9,21,Hombre,2,beyond secondary,
2472,1,43,Hombre,,beyond secondary,
2472,2,34,Mujer,,beyond secondary,
2472,3,12,Hombre,2,beyond secondary,7
2472,4,8,Hombre,2,beyond secondary,3
2473,1,67,Hombre,,beyond secondary,
2473,2,65,Mujer,,beyond secondary,
2474,2,37,Mujer,,beyond secondary,
2474,3,15,Hombre,2,beyond secondary,10
2474,4,8,Hombre,2,beyond secondary,3
2475,1,36,Hombre,,beyond secondary,
2475,2,33,Mujer,,beyond secondary,13
2475,3,7,Hombre,2,beyond secondary,2
2475,4,3,Mujer,2,beyond secondary,
2476,1,57,Hombre,,beyond secondary,
2476,2,49,Mujer,,beyond secondary,
2477,1,54,Hombre,,beyond secondary,
2477,2,56,Mujer,,beyond secondary,
2477,6,24,Mujer,2,beyond secondary,12
2477,7,22,Hombre,2,beyond secondary,
2477,8,20,Mujer,2,beyond secondary,
2477,9,29,Hombre,2,beyond secondary,
2478,1,37,Hombre,,beyond secondary,
2478,2,32,Mujer,,beyond secondary,
2478,3,10,Hombre,2,beyond secondary,5
2478,4,4,Hombre,2,beyond secondary,
2479,1,43,Mujer,,beyond secondary,
2479,3,13,Hombre,1,beyond secondary,5
2479,4,10,Hombre,1,beyond secondary,4
2480,1,31,Hombre,,beyond secondary,2
2480,2,38,Mujer,,beyond secondary,
2480,3,7,Hombre,2,beyond secondary,3
2481,1,62,Hombre,,beyond secondary,
2482,1,48,Mujer,,beyond secondary,
2482,2,56,Hombre,,beyond secondary,
2482,3,27,Hombre,1,beyond secondary,
2482,4,23,Hombre,1,beyond secondary,1
2482,5,32,Hombre,1,beyond secondary,
2483,1,62,Mujer,,beyond secondary,
2484,1,75,Hombre,,beyond secondary,
2484,2,72,Mujer,,beyond secondary,
2484,3,48,Hombre,2,beyond secondary,
2484,4,45,Hombre,2,beyond secondary,
2484,5,36,Mujer,,beyond secondary,
2484,6,11,Mujer,5,beyond secondary,6
2484,7,4,Mujer,5,beyond secondary,
2485,1,47,Mujer,,beyond secondary,
2485,2,24,Hombre,1,beyond secondary,15
2486,1,62,Mujer,,beyond secondary,
2486,2,65,Hombre,,beyond secondary,
2487,1,50,Mujer,,beyond secondary,
2487,2,31,Mujer,1,beyond secondary,
2487,3,24,Hombre,1,beyond secondary,
2487,4,12,Hombre,2,beyond secondary,6
2487,6,53,Mujer,,beyond secondary,
2488,1,61,Mujer,,beyond secondary,
2488,2,69,Hombre,,beyond secondary,
2488,3,67,Hombre,,beyond secondary,
2488,4,53,Hombre,,beyond secondary,
2488,5,33,Mujer,,beyond secondary,15
2488,6,18,Hombre,5,beyond secondary,
2488,7,17,Mujer,5,beyond secondary,11
2489,3,36,Mujer,,beyond secondary,
2489,4,14,Mujer,3,beyond secondary,6
2490,1,73,Mujer,,beyond secondary,
2490,2,76,Hombre,,beyond secondary,
2490,3,34,Mujer,1,beyond secondary,
2491,1,52,Hombre,,beyond secondary,
2491,2,63,Mujer,,beyond secondary,
2491,3,32,Hombre,2,beyond secondary,15
2491,4,28,Hombre,2,beyond secondary,
2492,1,57,Hombre,,beyond secondary,
2492,2,47,Mujer,,beyond secondary,
2492,3,18,Hombre,2,beyond secondary,12
2493,1,64,Mujer,,beyond secondary,
2493,4,64,Hombre,,beyond secondary,
2494,1,64,Hombre,,beyond secondary,
2494,2,62,Mujer,,beyond secondary,
2494,3,35,Mujer,2,beyond secondary,
2494,4,13,Mujer,3,beyond secondary,6
2494,5,12,Mujer,3,beyond secondary,6
2494,6,19,Hombre,,beyond secondary,11
2495,4,27,Mujer,,beyond secondary,
2495,6,7,Mujer,4,beyond secondary,2
2495,8,27,Hombre,,beyond secondary,
2495,9,64,Hombre,,beyond secondary,
2496,1,66,Hombre,,beyond secondary,
2496,2,61,Mujer,,beyond secondary,
2497,3,40,Hombre,,beyond secondary,
2497,4,35,Mujer,,beyond secondary,
2497,5,11,Hombre,4,beyond secondary,6
2497,6,8,Hombre,4,beyond secondary,3
2496,7,37,Hombre,2,beyond secondary,
2498,1,55,Mujer,,beyond secondary,
2498,2,32,Mujer,1,beyond secondary,15
2499,1,56,Hombre,,beyond secondary,
2499,2,59,Mujer,,beyond secondary,
2499,3,37,Hombre,2,beyond secondary,
2499,4,36,Mujer,,beyond secondary,
2499,5,11,Mujer,4,beyond secondary,6
2499,6,29,Hombre,2,beyond secondary,
2500,1,56,Hombre,,beyond secondary,
2500,2,58,Mujer,,beyond secondary,
2500,3,29,Mujer,2,beyond secondary,
2500,4,17,Mujer,2,beyond secondary,11
2501,1,54,Hombre,,beyond secondary,
2501,2,51,Mujer,,beyond secondary,
2501,5,19,Mujer,2,beyond secondary,
2502,1,50,Mujer,,beyond secondary,
2502,2,21,Mujer,1,beyond secondary,2
2502,3,18,Hombre,1,beyond secondary,10
2503,1,52,Hombre,,beyond secondary,
2503,2,51,Mujer,,beyond secondary,
2503,3,29,Mujer,2,beyond secondary,
2503,4,25,Hombre,2,beyond secondary,
2503,5,14,Hombre,2,beyond secondary,8
2504,1,35,Hombre,,beyond secondary,
2505,1,36,Hombre,,beyond secondary,
2505,2,37,Mujer,,beyond secondary,
2505,3,9,Hombre,2,beyond secondary,4
2505,4,8,Mujer,2,beyond secondary,3
2506,1,43,Hombre,,beyond secondary,
2506,2,39,Mujer,,beyond secondary,
2506,3,17,Mujer,2,beyond secondary,12
2506,4,24,Mujer,,beyond secondary,
2507,1,41,Hombre,,beyond secondary,
2507,2,33,Mujer,,beyond secondary,
2507,3,14,Mujer,2,beyond secondary,9
2507,4,10,Mujer,2,beyond secondary,5
2507,5,10,Mujer,2,beyond secondary,5
2507,6,21,Mujer,,beyond secondary,
2507,7,5,Hombre,6,beyond secondary,
2508,2,64,Mujer,,beyond secondary,
2508,3,40,Hombre,2,beyond secondary,
2509,1,62,Mujer,,beyond secondary,
2509,2,37,Mujer,1,beyond secondary,
2509,3,12,Hombre,,beyond secondary,6
2510,1,46,Mujer,,beyond secondary,
2510,3,18,Mujer,1,beyond secondary,1
2510,4,1,Mujer,1,beyond secondary,
2511,1,49,Mujer,,beyond secondary,
2511,2,27,Mujer,1,beyond secondary,
2511,3,44,Hombre,,beyond secondary,
2512,1,61,Mujer,,beyond secondary,
2512,2,37,Mujer,1,beyond secondary,
