hh_id,indiv_id,sex_2004,sex_2007,sex_2011
PE091076,1,Female,Female,Female
PE091076,2,Male,-99,Male
PE091076,3,Male,Male,Male
PE091076,4,Male,Male,Male
PE091076,15,Female,Female,Female
PE091076,16,-99,Male,Male
PE091077,0,Female,Female,Female
PE091077,1,Female,Female,Female
PE091077,2,Male,Male,Male
PE091077,3,Female,Female,Female
PE091077,4,-99,Female,Female
PE091078,0,Female,Female,Female
PE091078,1,Male,Male,Male
PE091078,2,Female,Female,Female
PE091078,3,Female,Female,Female
PE091078,4,Male,Male,Male
PE091078,5,Female,Female,Female
PE091078,6,Male,Male,Male
PE091079,0,Male,Male,Male
PE091079,1,Male,Male,Male
PE091079,2,Female,Female,Female
PE091079,3,Female,-99,Female
PE091079,15,Female,-99,Female
PE091079,16,Male,Male,Male
PE091079,17,-99,-99,Female
PE091080,0,Male,Male,Male
PE091080,1,Male,Male,Male
PE091080,2,Female,Female,Female
PE091080,3,Female,Female,Female
PE091080,4,Male,Male,Male
PE091080,5,Male,Male,Male
PE091080,15,Female,Female,Female
PE091080,16,Male,Male,Male
PE091080,17,Male,Male,Male
PE091081,0,Male,Male,Male
PE091081,1,Male,Male,Male
PE091081,2,Female,Female,Female
PE091081,3,Female,-99,Female
PE091081,4,Male,Female,Female
PE091081,5,-99,-99,Male
PE091081,6,-99,-99,Female
PE091082,0,Male,Male,Male
PE091082,1,Male,Male,Male
PE091082,2,Female,-99,Female
PE091082,3,Male,-99,Male
PE091082,4,Male,Male,Male
PE091082,5,-99,Female,Female
PE091083,0,-99,Female,Female
PE091083,1,-99,Male,Male
PE091083,2,-99,Female,Female
PE091083,3,-99,-99,Male
PE091083,4,-99,-99,Female
PE091083,5,-99,Female,Female
PE091083,6,-99,Female,Female
PE091083,15,-99,Female,Female
PE091083,16,-99,Female,Female
PE091083,17,-99,Female,Female
PE091084,1,-99,-99,-99
PE091084,2,-99,-99,-99
PE091084,3,-99,-99,-99
PE091084,4,-99,-99,-99
PE091084,5,-99,-99,-99
PE091084,6,-99,-99,-99
PE091084,7,-99,-99,-99
PE091085,0,Male,Male,Male
PE091085,1,Male,Male,Male
PE091085,2,Female,Female,Female
PE091085,3,Male,Male,Male
PE091085,15,Male,Male,Male
PE091086,0,Male,Male,Male
PE091086,1,Female,-99,Female
PE091086,2,Male,Male,Male
PE091086,3,Female,Female,Female
PE091086,4,Male,-99,Male
PE091086,5,Male,-99,Male
PE091086,6,Female,Female,Female
PE091086,7,Male,Male,Male
PE091086,8,Female,Female,Female
PE091086,9,Female,-99,Female
PE091086,15,Female,Female,Female
PE091086,16,Female,-99,Female
PE091086,17,Female,-99,Female
PE091086,18,Male,-99,Male
PE091087,0,Female,Female,Female
PE091087,1,Male,Male,Male
PE091087,2,Female,Female,Female
PE091087,3,Male,-99,Male
PE091087,4,Male,-99,Male
PE091087,5,Female,-99,Female
PE091087,6,Female,-99,Female
PE091087,7,Male,-99,Male
PE091087,8,Male,-99,Male
PE091087,9,Male,-99,Male
PE091087,10,Female,-99,Female
PE091087,11,Female,-99,Female
PE091087,12,-99,Female,Female
PE091088,0,Male,Male,Male
PE091088,1,Male,Male,Male
PE091088,2,Female,Female,Female
PE091088,3,Male,-99,Male
PE091088,4,Female,-99,Female
PE091088,5,Female,-99,Female
PE091088,15,Female,Female,Female
PE091088,16,Male,Male,Male
PE091089,0,Male,Male,Male
PE091089,1,Male,Male,Male
PE091089,2,Female,Female,Female
PE091089,3,Male,Male,Male
PE091089,4,Male,Male,Male
PE091089,5,Male,Male,Male
PE091089,6,Male,Male,Male
PE091090,0,Male,Male,Male
PE091090,1,Male,Male,Male
PE091090,2,Female,Female,Female
PE091090,3,Female,Female,Female
PE091091,0,Male,Male,Male
PE091091,1,Female,Female,Female
PE091091,2,Male,Male,Male
PE091091,3,Male,Male,Male
PE091091,4,Female,Female,Female
PE091092,0,Female,Female,-99
PE091092,1,Male,Male,-99
PE091092,2,Female,Female,-99
PE091092,3,Female,Female,-99
PE091092,4,Female,Female,-99
PE091092,5,Male,Male,-99
PE091093,0,Female,Female,Female
PE091093,1,Male,Male,Male
PE091093,2,Female,Female,Female
PE091093,3,Male,Male,Male
PE091094,0,Female,Female,Female
PE091094,1,Female,Female,Female
PE091094,2,Female,Female,Female
PE091094,3,Male,Male,Male
PE091094,4,Female,Female,Female
PE091094,5,Female,-99,Female
PE091094,15,Male,Male,Male
PE091094,16,-99,-99,Male
PE091094,17,-99,-99,Male
PE091095,0,Male,Male,Male
PE091095,1,Female,Female,Female
PE091095,2,Male,Male,Male
PE091095,3,Male,-99,Male
PE091095,4,Male,Male,Male
PE091095,5,Female,Female,Female
PE091095,6,Female,-99,Female
PE091096,0,Female,Female,Female
PE091096,1,Male,-99,Male
PE091096,2,Female,-99,Female
PE091096,3,Female,Female,Female
PE091096,4,Female,-99,Female
PE091096,5,Female,Female,Female
PE091096,6,Male,Male,Male
PE091096,7,Female,Female,Female
PE091096,15,Male,Male,Male
PE091096,16,Female,-99,Female
PE091096,17,Female,-99,Female
PE091096,18,-99,-99,Female
PE091097,0,Male,Male,-99
PE091097,1,Male,Male,-99
PE091097,2,Female,Female,-99
PE091097,3,Male,Male,-99
PE091097,4,-99,Male,-99
PE091098,0,Male,Male,Male
PE091098,1,Male,Male,Male
PE091098,2,Female,Female,Female
PE091098,3,Male,Male,Male
PE091098,4,Male,Male,Male
PE091098,15,Male,Male,Male
PE091098,16,Female,Female,Female
PE091098,17,-99,Male,Male
PE091098,18,-99,-99,Male
PE091099,0,Male,Male,Male
PE091099,1,Female,Female,Female
PE091099,2,Male,Male,Male
PE091099,3,Male,-99,Male
PE091099,4,Female,-99,Female
PE091099,5,Male,-99,Male
PE091099,6,Female,Female,Female
PE091099,7,Female,Female,Female
PE091099,8,Female,Female,Female
PE091099,15,Female,Female,Female
PE091099,16,Male,Male,Male
PE091100,0,Male,Male,Male
PE091100,1,Female,Female,Female
PE091100,2,Male,Male,Male
PE091100,15,Male,Male,Male
PE091100,16,Female,-99,Female
PE091100,17,Male,Male,Male
PE091101,0,Female,Female,Female
PE091101,1,Male,Male,Male
PE091101,2,Female,Female,Female
PE091101,3,Female,-99,Female
PE091101,4,Female,-99,Female
PE091101,5,Female,Female,Female
PE091101,6,Male,Male,Male
PE091102,0,Male,Male,Male
PE091102,1,Male,Male,Male
PE091102,2,Female,Female,Female
PE091102,15,Female,Female,Female
PE091102,16,Female,Female,Female
PE091102,17,-99,Male,Male
PE091102,18,-99,-99,Female
PE091102,19,-99,-99,Male
PE091103,0,Female,Female,Female
PE091103,1,Male,Male,Male
PE091103,2,Female,Female,Female
PE091103,3,Female,Female,Female
PE091103,4,Female,Female,Female
PE091103,5,Female,Female,Female
PE101001,0,Male,Male,Male
PE101001,1,Female,Female,Female
PE101001,2,Female,-99,Female
PE101001,3,Male,-99,Male
PE101002,0,Female,Female,Female
PE101002,1,Female,Female,Female
PE101002,2,Male,-99,Male
PE101002,3,Female,-99,Female
PE101002,4,Male,-99,Male
PE101002,5,Male,-99,Male
PE101002,6,Male,-99,Male
PE101002,7,Female,-99,Female
PE101002,8,Male,Male,Male
PE101003,0,Male,Male,Male
PE101003,1,Male,Male,Male
PE101003,2,Female,Female,Female
PE101003,3,Female,Female,Female
PE101003,4,Female,-99,Female
PE101003,5,-99,Female,Female
PE101004,0,Female,Female,Female
PE101004,1,Female,Female,Female
PE101004,2,Male,-99,Male
PE101004,3,Male,Male,Male
PE101004,4,Female,Female,Female
PE101004,5,Female,Female,Female
PE101004,6,Female,-99,Female
PE101004,7,Male,-99,Male
PE101005,0,Female,Female,Female
PE101005,1,Male,-99,Male
PE101005,2,Female,Female,Female
PE101005,3,Female,Female,Female
PE101005,4,Female,-99,Female
PE101005,5,-99,-99,Male
PE101006,0,Male,Male,Male
PE101006,1,Female,Female,Female
PE101006,2,Male,Male,Male
PE101006,3,Male,Male,Male
PE101006,4,Male,Male,Male
PE101006,5,-99,Male,Male
PE101006,6,-99,-99,Female
PE101007,0,Female,Female,Female
PE101007,1,Male,Male,Male
PE101007,2,Female,Female,Female
PE101007,3,Male,-99,Male
PE101007,4,Female,-99,-99
PE101007,5,Female,-99,Female
PE101007,6,Female,-99,Female
PE101007,7,Female,-99,Female
PE101007,8,Male,-99,Male
PE101007,15,Female,-99,Female
PE101007,16,Male,Male,Male
PE101008,0,Male,Male,Male
PE101008,1,Female,Female,Female
PE101008,2,Male,Male,Male
PE101008,3,Male,-99,Male
PE101008,4,Female,-99,Female
PE101008,5,Female,-99,Female
PE101008,15,Male,Male,Male
PE101009,0,Male,Male,Male
PE101009,1,Male,Male,Male
PE101009,2,Female,Female,Female
PE101009,3,Male,Male,Male
PE101009,4,Female,Female,Female
PE101009,5,Female,Female,Female
PE101010,0,Female,Female,Female
PE101010,1,Female,Female,Female
PE101010,2,Male,-99,Male
PE101010,3,Male,Male,Male
PE101010,4,Female,Female,Female
PE101010,5,Female,Female,Female
PE101010,6,-99,Male,Male
PE101010,7,-99,-99,Male
PE101010,8,-99,-99,Male
PE101010,9,-99,-99,Male
PE101011,0,Female,Female,Female
PE101011,1,Male,Male,Male
PE101011,2,Female,Female,Female
PE101011,3,Female,-99,Female
PE101011,4,Male,-99,Male
PE101012,0,Male,Male,Male
PE101012,1,Male,Male,Male
PE101012,2,Female,Female,Female
PE101012,3,Female,-99,Female
PE101012,4,Female,-99,Female
PE101012,5,Male,-99,Male
PE101012,6,Female,Female,Female
PE101012,7,-99,-99,Female
PE101013,0,Male,Male,Male
PE101013,1,Female,Female,Female
PE101013,2,Female,-99,Female
PE101013,3,Female,-99,Female
PE101013,4,Female,-99,Female
PE101013,5,Male,-99,Male
PE101013,6,Male,-99,Male
PE101013,7,Female,Female,Female
PE101013,8,Male,-99,Male
PE101014,0,Male,Male,Male
PE101014,1,Male,Male,Male
PE101014,2,Female,Female,Female
PE101014,3,Female,Female,Female
PE101014,4,Male,Male,Male
PE101014,15,Male,Male,Male
PE101014,16,Female,Female,Female
PE101014,17,Female,Female,Female
PE101015,0,Male,Male,Male
PE101015,1,Male,Male,Male
PE101015,2,Female,Female,Female
PE101016,0,Female,Female,Female
PE101016,1,Male,Male,Male
PE101016,2,Female,Female,Female
PE101016,3,Female,-99,Female
PE101016,4,Female,Female,Female
PE101016,5,Female,Female,Female
PE101016,6,Female,Female,Female
PE101016,7,Male,Male,Male
PE101016,15,Female,Female,Female
PE101016,16,-99,Female,Female
PE101017,0,Female,Female,Female
PE101017,1,Male,-99,-99
PE101017,2,Female,Female,Female
PE101018,0,Male,Male,Male
PE101018,1,Male,Male,Male
PE101018,2,Female,-99,Female
PE101018,3,-99,Male,Male
PE101018,4,-99,Female,Female
PE101019,0,Female,Female,Female
PE101019,1,Male,Male,Male
PE101019,2,Female,Female,Female
PE101019,3,Male,Male,Male
PE101019,4,Female,Female,Female
PE101019,5,Female,-99,Female
PE101019,6,Male,-99,Male
PE101019,7,Female,Female,Female
PE101019,8,Female,Female,Female
PE101019,9,Male,Male,Male
PE101019,10,-99,-99,Female
PE101020,0,Male,Male,Male
PE101020,1,Male,Male,Male
PE101020,2,Female,Female,Female
PE101020,15,Male,Male,Male
PE101020,16,Female,Female,Female
PE101021,0,Female,Female,Female
PE101021,1,Male,Male,Male
PE101021,2,Female,Female,Female
PE101021,3,Male,Male,Male
PE101021,15,Female,Female,Female
PE101022,0,Female,Female,Female
PE101022,1,Female,Female,Female
PE101022,2,Male,Male,Male
PE101022,3,Female,Female,Female
PE101022,15,Male,Male,Male
PE101023,0,Male,Male,Male
PE101023,1,Male,Male,Male
PE101023,2,Female,-99,Female
PE101023,3,Female,Female,Female
PE101023,4,Male,Male,Male
PE101024,0,Male,Male,Male
PE101024,1,Male,Male,Male
PE101024,2,Female,Female,Female
PE101024,3,Female,Female,Female
PE101024,4,Male,-99,Male
PE101024,5,Female,-99,Female
PE101025,0,Male,Male,Male
PE101025,1,Female,Female,Female
PE101025,2,Male,Male,Male
PE101025,3,Male,-99,Male
PE101025,4,Male,Male,Male
PE101026,0,Female,Female,Female
PE101026,1,Female,Female,Female
PE101026,2,Male,Male,Male
PE101026,15,Female,Female,Female
PE101026,16,Female,Female,Female
PE101026,17,Male,Male,Male
PE101027,0,Female,Female,Female
PE101027,1,Female,Female,Female
PE101027,2,Male,Male,Male
PE101027,3,Female,-99,Female
PE101027,4,Female,Female,Female
PE101027,5,Male,-99,Male
PE101027,6,-99,Male,Male
PE101027,7,-99,Male,Male
PE101028,0,Male,Male,Male
PE101028,1,Female,Female,Female
PE101028,2,Male,Male,Male
PE101028,3,Female,Female,Female
PE101028,4,Male,Male,Male
PE101028,5,Female,Female,Female
PE101028,15,Male,Male,Male
PE101028,16,Male,Male,Male
PE101028,17,-99,Female,Female
PE101028,18,-99,Female,Female
PE101029,0,Female,Female,Female
PE101029,1,Male,-99,Male
PE101029,2,Female,Female,Female
PE101029,3,Male,Male,Male
PE101029,4,Female,Female,Female
PE101029,5,Male,-99,Male
PE101029,6,Female,-99,Female
PE101029,7,Male,-99,Male
PE101029,8,Male,-99,Male
PE101029,9,Female,-99,Female
PE101029,10,Male,-99,Male
PE101029,11,Male,-99,Male
PE101029,12,Male,-99,Male
PE101029,13,-99,Female,Female
PE101029,15,Male,-99,Male
PE101029,16,-99,-99,Male
PE101030,0,Female,Female,Female
PE101030,1,Female,Female,Female
PE101030,2,Male,-99,Male
PE101030,3,Female,-99,Female
PE101030,4,Male,-99,Male
PE101030,5,Female,-99,Female
PE101030,6,Male,Male,Male
PE101030,7,-99,Male,Male
PE101030,8,-99,Male,Male
PE101030,9,-99,Female,Female
PE101030,10,-99,Male,Male
PE101031,0,Male,Male,Male
PE101031,1,Male,Male,Male
PE101031,2,Female,Female,Female
PE101031,3,Male,-99,-99
PE101031,4,Female,Female,Female
PE101032,0,Male,Male,Male
PE101032,1,Female,Female,Female
PE101032,2,Male,-99,Male
PE101032,3,Male,Male,Male
PE101032,4,Female,Female,Female
PE101032,5,Female,-99,Female
PE101032,6,Male,Male,Male
PE101032,7,-99,-99,Male
PE101032,8,-99,-99,Female
PE101033,0,Male,Male,Male
PE101033,1,Male,Male,Male
PE101033,2,Female,Female,Female
PE101033,3,Male,Male,Male
PE101034,0,Male,Male,Male
PE101034,1,Male,Male,Male
PE101034,2,Female,Female,Female
PE101034,15,Male,Male,Male
PE101034,16,Female,Female,Female
PE101034,17,-99,-99,Female
PE101035,0,Female,-99,Female
PE101035,1,Male,-99,Male
PE101035,2,Female,-99,Female
PE101035,3,Female,-99,Female
PE101035,4,Female,-99,Female
PE101035,5,Male,-99,Male
PE101035,6,Male,-99,Male
PE101035,7,Female,-99,Female
PE101035,8,Female,-99,Female
PE101035,9,Female,-99,Female
PE101036,0,Female,Female,Female
PE101036,1,Male,-99,Male
PE101036,2,Female,Female,Female
PE101036,3,Male,Male,Male
PE101036,4,Female,Female,Female
PE101036,5,Female,Female,Female
PE101037,0,Male,Male,Male
PE101037,1,Male,Male,Male
PE101037,2,Female,Female,Female
PE101037,3,Female,Female,Female
PE101037,4,Female,Female,Female
PE101037,5,-99,-99,Female
PE101038,1,-99,-99,-99
PE101038,2,-99,-99,-99
PE101038,3,-99,-99,-99
PE101038,4,-99,-99,-99
PE101038,5,-99,-99,-99
PE101038,6,-99,-99,-99
PE101038,7,-99,-99,-99
PE101038,8,-99,-99,-99
PE101038,15,-99,-99,-99
PE101039,0,Female,Female,Female
PE101039,1,Female,Female,Female
PE101039,2,Male,Male,Male
PE101039,3,Female,Female,Female
PE101039,4,Male,Male,Male
PE101039,5,Male,-99,Male
PE101039,15,Female,Female,Female
PE101040,0,Female,Female,Female
PE101040,1,Female,Female,Female
PE101040,2,Male,Male,Male
PE101040,15,Male,Male,Male
PE101040,16,-99,-99,Female
PE101041,0,Female,Female,Female
PE101041,1,Male,Male,Male
PE101041,2,Female,Female,Female
PE101041,3,Male,-99,Male
PE101041,4,Female,-99,Female
PE101041,5,Male,-99,Male
PE101041,6,Male,-99,Male
PE101041,7,-99,Female,Female
PE101042,1,-99,-99,-99
PE101042,2,-99,-99,-99
PE101042,3,-99,-99,-99
PE101042,4,-99,-99,-99
PE101042,5,-99,-99,-99
PE101042,6,-99,-99,-99
PE101042,7,-99,-99,-99
PE101042,15,-99,-99,-99
PE101042,16,-99,-99,-99
PE101043,0,Male,Male,Male
PE101043,1,Female,Female,Female
PE101043,2,Female,-99,Female
PE101043,3,Male,-99,Male
PE101043,4,Male,-99,Male
PE101043,5,Female,-99,Female
PE101043,6,Male,Male,Male
PE101043,7,Male,-99,Male
PE101043,8,-99,Male,Male
PE101043,9,-99,-99,Female
PE101044,0,Female,Female,Female
PE101044,1,Male,Male,Male
PE101044,2,Female,Female,Female
PE101044,3,-99,-99,Female
PE101045,0,Female,Female,Female
PE101045,1,Female,Female,Female
PE101045,2,Male,Male,Male
PE101045,3,Female,Female,Female
PE101045,4,Male,-99,Male
PE101045,5,Male,-99,Male
PE101045,6,Male,Male,Male
PE101045,7,Male,Male,Male
PE101045,8,Male,Male,Male
PE101045,9,-99,-99,Female
PE101046,0,Male,Male,Male
PE101046,1,Male,Male,Male
PE101046,2,Female,Female,Female
PE101046,3,Male,-99,Male
PE101046,4,Female,-99,Female
PE101046,5,Female,-99,Female
PE101046,6,Female,-99,Female
PE101046,7,Female,Female,Female
PE101046,8,-99,-99,Male
PE101047,1,-99,-99,-99
PE101047,2,-99,-99,-99
PE101047,3,-99,-99,-99
PE101048,0,Male,Male,Male
PE101048,1,Female,Female,Female
PE101048,2,Male,Male,Male
PE101048,3,Female,Female,Female
PE101048,4,-99,-99,Female
PE101049,0,Male,Male,Male
PE101049,1,Female,Female,Female
PE101049,2,Male,Male,Male
PE101049,3,Male,Male,Male
PE101049,4,Female,Female,Female
PE101049,5,Female,Female,Female
PE101049,6,-99,-99,Male
PE101049,7,-99,-99,Female
PE101050,0,Male,Male,Male
PE101050,1,Male,Male,Male
PE101050,2,Female,Female,Female
PE101050,3,Female,Female,Female
PE101050,15,Male,Male,Male
PE101050,16,-99,-99,Male
PE101051,0,Female,Female,Female
PE101051,1,Female,Female,Female
PE101051,2,Male,Male,Male
PE101051,3,Female,Female,Female
PE101052,0,Male,Male,Male
PE101052,1,Male,-99,Male
PE101052,2,Female,Female,Female
PE101052,3,Male,Male,Male
PE101052,4,-99,-99,Male
PE101053,0,Male,Male,Male
PE101053,1,Female,Female,Female
PE101053,2,Male,Male,Male
PE101053,3,Female,-99,Female
PE101053,4,-99,-99,Male
PE101054,0,Male,Male,Male
PE101054,1,Female,Female,Female
PE101054,2,Female,-99,Female
PE101054,3,Female,-99,Female
PE101054,4,Male,-99,Male
PE101055,0,Female,Female,Female
PE101055,1,Male,Male,Male
PE101055,2,Female,Female,Female
PE101055,15,Male,Male,Male
PE101055,16,-99,-99,Female
PE101056,0,Female,Female,Female
PE101056,1,Male,Male,Male
PE101056,2,Female,Female,Female
PE101056,3,Male,Male,Male
PE101056,4,Female,Female,Female
PE101056,5,Female,-99,Female
PE101056,6,Male,-99,Male
PE101056,7,Female,Female,Female
PE101056,8,-99,Male,Male
PE101056,9,-99,Female,Female
PE101056,10,-99,-99,Female
PE101056,11,-99,-99,Male
PE101056,12,-99,-99,Female
PE101056,13,-99,-99,Female
PE101057,0,Female,Female,Female
PE101057,1,Male,-99,Male
PE101057,2,Female,Female,Female
PE101057,3,Female,Female,Female
PE101057,4,Male,Male,Male
PE101057,5,-99,Female,Female
PE101057,6,-99,-99,Female
PE101058,0,Male,Male,Male
PE101058,1,Male,Male,Male
PE101058,2,Female,Female,Female
PE101058,3,Female,Female,Female
PE101059,0,Male,Male,Male
PE101059,1,Male,Male,Male
PE101059,2,Female,Female,Female
PE101059,3,-99,Female,Female
PE101060,0,-99,Male,Male
PE101060,1,-99,Male,Male
PE101060,2,-99,Female,Female
PE101060,3,-99,-99,Female
PE101060,4,-99,-99,Male
PE101060,5,-99,-99,Male
PE101060,15,-99,Female,Female
PE101060,16,-99,Male,Male
PE101060,17,-99,-99,Male
PE101061,0,Male,Male,Male
PE101061,1,Female,-99,Female
PE101061,2,Male,Male,Male
PE101061,3,Female,Female,Female
PE101061,4,Female,-99,Female
PE101061,5,Female,-99,Female
PE101061,15,Male,-99,Male
PE101061,16,Male,Male,Male
PE101061,17,-99,-99,Male
PE101062,0,Female,Female,Female
PE101062,1,Male,Male,Male
PE101062,2,Female,Female,Female
PE101062,3,Female,-99,Female
PE101062,4,Male,Male,Male
PE101062,5,Male,Male,Male
PE101062,6,Male,Male,Male
PE101062,15,Male,Male,Male
PE101062,16,Male,-99,Male
PE101062,17,Male,-99,Male
PE101062,18,-99,-99,Female
PE101063,0,Female,Female,Female
PE101063,1,Female,-99,Female
PE101063,2,Female,Female,Female
PE101063,3,Male,-99,Male
PE101063,4,Male,Male,Male
PE101063,5,Male,-99,Male
PE101063,6,Female,Male,Female
PE101063,7,-99,Male,Male
PE101064,0,Female,Female,Female
PE101064,1,Male,-99,Male
PE101064,2,Female,Female,Female
PE101064,3,Male,Male,Male
PE101064,4,Female,-99,Female
PE101064,5,Female,-99,Female
PE101064,6,Male,-99,Male
PE101064,7,Male,Male,Male
PE101065,0,Male,Male,Male
PE101065,1,Male,Male,Male
PE101065,2,Female,Female,Female
PE101065,3,Female,Female,Female
PE101065,4,Female,Female,Female
PE101065,5,Female,Female,Female
PE101065,15,Male,Male,Male
PE101066,0,Male,Male,Male
PE101066,1,Male,Male,Male
PE101066,2,Female,Female,Female
PE101066,3,Male,Male,Male
PE101066,4,-99,Male,Male
PE101066,5,-99,-99,Male
PE101067,0,Female,Female,Female
PE101067,1,Male,Male,Male
PE101067,2,Female,Female,Female
PE101067,15,Female,Female,Female
PE101067,16,Male,Male,Male
PE101067,17,-99,Male,Male
PE101068,0,-99,Male,Male
PE101068,1,-99,Female,Female
PE101068,2,-99,-99,Female
PE101068,3,-99,-99,Female
PE101068,4,-99,-99,Female
PE101068,5,-99,-99,Female
PE101068,6,-99,-99,Male
PE101068,7,-99,-99,Male
PE101068,15,-99,-99,Female
PE101068,16,-99,-99,Male
PE101069,0,Male,Male,Male
PE101069,1,Female,-99,Female
PE101069,2,Male,-99,Male
PE101069,3,Female,-99,Female
PE101069,4,Male,-99,Male
PE101069,5,Female,-99,Female
PE101069,6,Female,-99,Female
PE101069,15,Male,Male,Male
PE101069,16,Male,-99,Male
PE101069,17,-99,Male,Male
PE101069,18,-99,Female,Female
PE101069,19,-99,-99,Female
PE101069,20,-99,-99,Male
PE101070,0,Male,Male,Male
PE101070,1,Female,Female,Female
PE101070,2,Male,Male,Male
PE101070,3,Male,-99,Male
PE101070,4,Female,-99,Female
PE101070,5,Male,-99,Male
PE101070,6,Female,Female,Female
PE101070,7,Female,Female,Female
PE101070,8,-99,-99,Female
PE101071,0,Male,Male,Male
PE101071,1,Female,Female,Female
PE101071,2,Female,-99,Female
PE101071,3,Male,-99,Male
PE101071,4,Female,-99,Female
PE101071,5,Female,-99,Female
PE101071,6,Female,-99,Female
PE101071,7,Male,Male,Male
PE101071,8,Male,-99,Male
PE101071,9,-99,Female,Female
PE101071,10,-99,Male,Male
PE101072,0,Male,Male,Male
PE101072,1,Female,Female,Female
PE101072,2,Male,Male,Male
PE101072,15,Female,Female,Female
PE101072,16,Female,-99,Female
PE101072,17,-99,Male,Male
PE101073,0,Male,Male,Male
PE101073,1,Male,Male,Male
PE101073,2,Female,Female,Female
PE101073,3,Female,Female,Female
PE101073,4,Female,-99,Female
PE101073,5,Male,-99,Male
PE101073,6,-99,-99,Male
PE101074,0,Male,Male,Male
PE101074,1,Male,Male,Male
PE101074,2,Female,Female,Female
PE101074,3,-99,-99,Male
PE101075,0,Male,Male,Male
PE101075,1,Male,Male,Male
PE101075,2,Female,Female,Female
PE101075,3,Male,Male,Male
PE101075,4,Male,-99,Male
PE101075,5,-99,-99,Female
PE101076,0,Male,Male,Male
PE101076,1,Male,Male,Male
PE101076,2,Female,Female,Female
PE101076,3,Male,Male,Male
PE101076,4,Male,Male,Male
PE101077,0,Female,Female,Female
PE101077,1,Male,Male,Male
PE101077,2,Female,Female,Female
PE101077,3,Male,-99,Male
PE101077,4,Female,Female,Female
PE101077,5,Male,Male,Male
PE101077,6,-99,-99,Male
PE101078,0,Male,Male,Male
PE101078,1,Male,Male,Male
PE101078,2,Female,Female,Female
PE101078,3,Male,Male,Male
PE101078,4,Female,Female,Female
PE101078,5,Female,-99,Female
PE101078,6,Female,Female,Female
PE101078,7,-99,-99,Female
PE101078,8,-99,-99,Female
PE101079,0,Male,Male,Male
PE101079,1,Male,Male,Male
PE101079,2,Female,Female,Female
PE101079,3,Female,-99,Female
PE101079,4,Male,Male,Male
PE101079,5,Female,Female,Female
PE101079,6,Female,Female,Female
PE101079,7,Male,-99,Male
PE101079,8,Male,Male,Male
PE101079,9,-99,Female,Female
PE101080,0,Male,Male,Male
PE101080,1,Female,Female,Female
PE101080,2,Female,Female,Female
PE101080,3,Male,Male,Male
PE101080,4,Female,-99,Female
PE101080,5,Male,Male,Male
PE101080,6,Female,Female,Female
PE101080,7,Male,Male,Male
PE101080,8,Male,-99,Male
PE101081,0,Female,Female,Female
PE101081,1,Male,-99,Male
PE101081,2,Female,Female,Female
PE101081,3,Male,-99,Male
PE101081,4,Male,-99,Male
PE101081,5,Female,Female,Female
PE101081,6,Male,-99,Male
PE101081,15,Female,Female,Female
PE101082,0,Female,Female,Female
PE101082,1,Female,Female,Female
PE101082,2,Male,Male,Male
PE101082,3,Female,Female,Female
PE101082,4,Male,Male,Male
PE101082,5,Male,Male,Male
PE101082,6,-99,-99,Male
PE101083,0,Female,Female,Female
PE101083,1,Male,-99,Male
PE101083,2,Female,Female,Female
PE101083,3,Male,Male,Male
PE101083,4,Male,Male,Male
PE101084,0,Female,Female,Female
PE101084,1,Female,Female,Female
PE101084,2,Female,-99,Male
PE101084,3,Male,-99,Male
PE101084,4,Female,-99,Female
PE101084,5,Male,Male,Male
PE101084,6,-99,-99,Male
PE101085,0,Female,Female,Female
PE101085,1,Male,Male,Male
PE101085,2,Female,Female,Female
PE101085,3,Female,Female,Female
PE101085,4,Male,-99,Male
PE101086,0,Female,Female,Female
PE101086,1,Male,Male,Male
PE101086,2,Female,Female,Female
PE101086,3,Male,Male,Male
PE101086,4,Female,Female,Female
PE101086,5,Male,Male,Male
PE101087,0,Female,Female,Female
PE101087,1,Female,Female,Female
PE101087,2,Male,Male,Male
PE101087,3,Male,Male,Male
PE101087,15,Female,Female,Female
PE101087,16,Male,Male,Male
PE101088,0,Female,Female,Female
PE101088,1,Female,Female,Female
PE101088,2,Male,Male,Male
PE101088,15,Male,Male,Male
PE101088,16,Female,Female,Female
PE101089,0,Male,Male,Male
PE101089,1,Female,Female,Female
PE101089,2,Female,Female,Female
PE101089,15,Female,Female,Female
PE101089,16,Male,Male,Male
PE101089,17,Male,Male,Male
PE101090,0,Female,Female,Female
PE101090,1,Female,Female,Female
PE101090,2,Female,-99,Female
PE101090,3,Female,-99,Female
PE101090,4,Female,-99,Female
PE101090,5,Male,-99,Male
PE101090,6,Male,-99,Male
PE101090,7,Male,-99,Male
PE101090,8,-99,-99,Male
PE101091,0,Female,Female,Female
PE101091,1,Male,Male,Male
PE101091,2,Female,Female,Female
PE101091,3,Female,Female,Female
PE101091,4,-99,Female,Female
PE101092,0,Male,Male,Male
PE101092,1,Male,Male,Male
PE101092,2,Female,Female,Female
PE101092,3,Male,Male,Male
PE101093,0,Female,Female,Female
PE101093,1,Female,Female,Female
PE101093,2,Male,-99,Male
PE101093,3,Male,Male,Male
PE101093,4,-99,Female,Female
PE101094,0,Female,Female,Female
PE101094,1,Male,Male,Male
PE101094,2,Female,Female,Female
PE101094,3,Male,Male,Male
PE101094,4,Male,Male,Male
