hh_id,person_id,age,memsex,relate,livhse
ET120032,3,20,2,7,2
ET120032,4,18,1,7,2
ET120032,5,14,1,7,2
ET120032,6,12,2,7,1
ET120032,7,10,1,77,4
ET120032,8,9,2,7,2
ET120032,15,7,1,7,1
ET120032,16,10,1,7,1
ET120032,17,2,1,7,1
ET120033,0,5,1,0,1
ET120033,1,39,1,1,1
ET120033,2,29,2,1,1
ET120033,15,8,2,7,1
ET120033,16,7,2,7,1
ET120033,17,15,2,8,1
ET120033,18,17,2,8,1
ET120033,19,1,2,7,1
ET120034,0,5,1,0,1
ET120034,1,42,1,1,1
ET120034,2,33,2,1,1
ET120034,3,19,2,7,1
ET120034,4,16,2,7,1
ET120034,5,14,2,7,1
ET120034,6,11,1,7,1
ET120034,7,9,2,7,1
ET120034,8,54,2,6,1
ET120034,9,0,1,7,1
ET120035,0,5,2,0,1
ET120035,1,44,1,1,1
ET120035,2,28,2,1,1
ET120035,3,36,2,2,1
ET120035,4,22,1,8,1
ET120035,5,17,1,8,1
ET120035,6,14,1,8,2
ET120035,7,16,2,8,1
ET120035,8,13,2,7,2
ET120035,9,11,1,7,1
ET120035,15,7,1,7,1
ET120035,16,1,2,7,1
ET120036,0,5,1,0,1
ET120036,1,41,1,1,1
ET120036,2,26,2,1,1
ET120036,16,0,2,7,1
ET120037,0,5,2,0,1
ET120037,1,43,1,1,1
ET120037,2,29,2,1,1
ET120037,3,13,2,7,1
ET120037,4,11,2,7,1
ET120037,15,7,2,7,1
ET120037,16,1,2,7,1
ET120038,0,5,2,0,1
ET120038,1,39,1,1,1
ET120038,2,29,2,1,1
ET120038,3,7,2,7,1
ET120038,4,1,1,7,1
ET120039,0,4,2,0,1
ET120039,1,54,1,1,1
ET120039,2,44,2,1,1
ET120039,3,20,2,7,1
ET120039,4,18,1,7,2
ET120039,5,16,1,7,1
ET120039,6,13,2,7,1
ET120039,7,11,2,7,1
ET120039,15,8,2,7,1
ET120039,16,1,1,7,1
ET120040,0,5,2,0,1
ET120040,1,34,1,1,1
ET120040,2,32,2,1,1
ET120040,15,7,1,7,1
ET120040,16,1,2,7,1
ET120041,0,5,1,0,1
ET120041,1,29,1,1,1
ET120041,2,24,2,1,1
ET120041,15,8,1,7,1
ET120041,16,1,1,7,1
ET120042,0,5,2,0,1
ET120042,1,44,1,1,2
ET120042,2,33,2,1,2
ET120042,3,22,1,7,2
ET120042,4,14,2,7,2
ET120042,5,13,1,7,2
ET120042,6,11,1,7,2
ET120042,15,8,2,7,2
ET120042,16,69,2,17,1
ET120042,17,16,2,19,1
ET120042,18,13,1,19,1
ET120043,0,4,2,0,1
ET120043,1,39,1,1,1
ET120043,2,32,2,1,1
ET120043,3,12,1,7,1
ET120043,15,8,2,7,1
ET120043,16,1,1,7,1
ET120044,0,5,2,0,1
ET120044,1,35,1,1,1
ET120044,2,32,2,1,1
ET120044,3,19,1,9,1
ET120044,4,16,2,9,1
ET120044,5,13,1,7,1
ET120044,6,8,2,7,1
ET120044,7,1,2,7,1
ET120044,8,65,1,5,1
ET120045,0,5,2,0,1
ET120045,1,49,1,1,1
ET120045,2,34,2,1,1
ET120045,3,14,2,19,1
ET120045,4,12,2,19,2
ET120045,5,10,1,19,1
ET120045,6,3,1,7,1
ET120045,7,1,2,7,1
ET120046,0,5,2,0,1
ET120046,1,43,1,1,1
ET120046,2,34,2,1,1
ET120046,3,30,1,7,2
ET120046,4,19,1,7,1
ET120046,5,16,1,7,1
ET120046,6,14,2,7,1
ET120046,7,11,1,7,1
ET120046,8,0,2,7,1
ET120047,0,5,1,0,1
ET120047,1,37,1,1,1
ET120047,2,31,2,1,1
ET120047,3,14,2,7,1
ET120047,4,11,2,7,1
ET120047,5,9,2,7,1
ET120047,15,6,1,7,1
ET120047,16,2,1,7,1
ET120048,0,5,2,0,1
ET120048,1,42,1,1,1
ET120048,2,32,2,1,1
ET120048,3,11,1,7,1
ET120048,15,8,1,7,1
ET120048,16,2,1,7,1
ET120049,0,4,2,0,1
ET120049,1,42,1,1,1
ET120049,2,40,2,1,3
ET120049,3,24,1,7,2
ET120049,4,22,1,7,1
ET120049,5,19,2,7,1
ET120049,6,14,1,7,1
ET120050,0,5,2,0,1
ET120050,1,36,1,1,1
ET120050,2,29,2,1,1
ET120050,3,9,2,7,1
ET120050,4,1,1,7,1
ET120051,0,5,1,0,1
ET120051,1,39,1,1,1
ET120051,2,32,2,1,1
ET120051,3,16,1,7,1
ET120051,4,12,2,7,1
ET120051,5,2,2,7,1
ET120052,0,5,1,0,1
ET120052,1,34,1,1,1
ET120052,2,29,2,1,1
ET120052,3,15,1,7,1
ET120052,4,11,1,7,1
ET120052,5,9,2,7,1
ET120052,16,2,2,7,1
ET120053,0,5,1,0,1
ET120053,1,39,1,1,1
ET120053,2,34,2,1,1
ET120053,3,20,2,7,1
ET120053,4,18,2,7,1
ET120053,5,16,1,7,1
ET120053,6,0,1,7,1
ET120054,0,5,2,0,1
ET120054,1,49,1,1,1
ET120054,2,32,2,1,1
ET120054,3,13,1,7,1
ET120054,4,10,2,7,1
ET120054,5,9,2,7,1
ET120054,6,2,1,7,1
ET120054,7,70,2,5,1
ET120055,0,5,1,0,1
ET120055,1,55,1,1,1
ET120055,2,34,2,1,1
ET120055,3,14,1,7,1
ET120055,4,12,2,7,1
ET120055,15,8,1,7,1
ET120055,16,19,1,7,1
ET120056,0,5,2,0,1
ET120056,1,34,1,1,1
ET120056,2,30,2,1,1
ET120056,3,16,1,7,1
ET120056,4,14,1,7,1
ET120056,5,12,2,7,1
ET120056,15,8,2,7,1
ET120056,16,2,2,7,1
ET120057,0,5,1,0,1
ET120057,1,42,1,1,1
ET120057,2,34,2,1,1
ET120057,3,15,1,7,1
ET120057,4,13,2,7,1
ET120057,5,9,2,7,1
ET120057,15,7,1,7,1
ET120057,16,2,1,7,1
ET120058,0,5,2,0,1
ET120058,1,49,1,1,1
ET120058,2,36,2,1,1
ET120058,3,15,2,7,1
ET120058,4,12,1,7,2
ET120058,5,9,1,7,1
ET120058,15,7,1,7,1
ET120058,16,3,1,7,1
ET120058,17,0,2,7,1
ET120059,0,5,1,0,1
ET120059,1,46,1,1,1
ET120059,2,39,2,1,1
ET120059,3,21,2,7,2
ET120059,4,18,2,7,1
ET120059,5,12,1,7,3
ET120059,6,4,1,7,1
ET120059,7,1,1,7,1
ET120060,0,4,1,0,1
ET120060,1,32,1,1,1
ET120060,2,22,2,1,1
ET120060,3,1,2,7,1
ET120061,0,5,2,0,1
ET120061,1,59,1,1,1
ET120061,2,52,2,1,1
ET120061,3,26,1,7,2
ET120061,4,24,1,7,2
ET120061,5,22,1,7,1
ET120061,6,20,1,7,1
ET120061,7,18,1,7,1
ET120061,8,16,2,7,1
ET120061,9,14,1,7,1
ET120061,10,12,1,7,1
ET120061,11,3,1,7,1
ET120062,0,5,2,0,1
ET120062,1,56,1,1,1
ET120062,2,47,2,1,1
ET120062,3,27,1,7,2
ET120062,4,18,2,7,1
ET120062,5,15,2,7,1
ET120062,6,13,1,7,2
ET120062,7,11,1,7,1
ET120062,8,9,2,7,1
ET120062,15,7,1,7,1
ET120062,16,10,2,7,1
ET120062,17,2,2,7,1
ET120063,0,5,2,0,1
ET120063,1,42,1,1,1
ET120063,2,33,2,1,1
ET120063,3,20,2,7,1
ET120063,4,18,1,7,1
ET120063,5,12,1,7,1
ET120063,6,9,2,7,1
ET120063,7,2,1,7,1
ET120063,8,0,1,13,1
ET120064,0,5,1,0,1
ET120064,1,42,1,1,1
ET120064,2,35,2,1,1
ET120064,3,9,2,7,1
ET120064,15,8,2,7,2
ET120065,0,4,1,0,1
ET120065,1,49,1,1,1
ET120065,2,39,2,1,1
ET120065,3,17,2,7,2
ET120065,4,13,2,7,1
ET120065,5,10,2,7,1
ET120065,6,2,2,7,1
ET120066,0,5,2,0,1
ET120066,1,33,1,1,1
ET120066,2,23,2,1,1
ET120066,15,7,1,7,1
ET120066,16,3,1,7,1
ET120066,17,0,2,7,1
ET120067,0,5,2,0,1
ET120067,1,36,1,1,1
ET120067,2,27,2,1,1
ET120067,3,10,1,7,1
ET120067,15,8,1,7,1
ET120067,16,2,1,7,1
ET120068,0,4,1,0,1
ET120068,1,39,1,1,1
ET120068,2,29,2,1,1
ET120068,15,6,1,7,1
ET120068,16,1,2,7,1
ET120069,0,5,2,0,1
ET120069,1,39,1,1,1
ET120069,2,29,2,1,1
ET120069,3,13,2,7,1
ET120069,15,8,2,7,1
ET120069,16,10,2,7,1
ET120069,17,2,1,7,1
ET120070,0,4,2,0,1
ET120070,1,38,1,1,1
ET120070,2,33,2,1,1
ET120070,3,12,2,7,1
ET120070,15,8,2,7,1
ET120070,16,1,1,7,1
ET120071,0,4,1,0,1
ET120071,1,34,1,1,1
ET120071,2,26,2,1,1
ET120071,3,24,2,13,1
ET120071,4,21,2,13,1
ET120071,5,19,2,13,1
ET120071,6,2,2,7,1
ET120071,7,0,2,7,1
ET120072,0,5,2,0,1
ET120072,1,41,1,1,1
ET120072,2,31,2,1,1
ET120072,3,24,1,13,2
ET120072,15,8,1,7,1
ET120072,16,1,2,7,1
ET120073,0,5,1,0,1
ET120073,1,50,1,5,2
ET120073,2,46,2,5,2
ET120073,3,24,2,1,1
ET120073,4,13,2,13,2
ET120073,5,11,1,13,2
ET120073,6,28,1,1,1
ET120073,7,1,2,7,1
ET120074,0,5,2,0,1
ET120074,1,32,1,1,1
ET120074,2,27,2,1,1
ET120074,3,10,1,7,1
ET120074,15,8,1,7,1
ET120074,16,0,2,7,1
ET120074,17,3,2,7,1
ET120075,0,5,2,0,1
ET120075,1,39,1,1,1
ET120075,2,29,2,1,1
ET120075,3,12,1,7,1
ET120075,4,9,2,7,1
ET120075,15,7,2,7,1
ET120075,16,2,1,7,1
ET120076,0,5,2,0,1
ET120076,1,43,1,1,1
ET120076,2,29,2,1,1
ET120076,3,11,2,7,1
ET120076,4,7,2,7,1
ET120077,0,5,1,0,1
ET120077,1,50,1,1,1
ET120077,2,40,2,1,1
ET120077,3,27,1,7,2
ET120077,4,24,2,7,2
ET120077,5,17,2,7,1
ET120077,6,15,1,7,1
ET120077,7,13,2,7,1
ET120077,15,8,1,7,1
ET120078,0,5,2,0,1
ET120078,1,32,1,1,1
ET120078,2,27,2,1,1
ET120078,3,3,1,7,1
ET120078,4,0,2,7,1
ET120079,0,4,2,0,1
ET120079,1,44,1,1,1
ET120079,2,39,2,1,1
ET120079,3,22,1,7,2
ET120079,4,16,2,7,1
ET120079,5,12,2,7,1
ET120079,6,9,2,7,1
ET120080,0,4,2,0,1
ET120080,1,74,2,5,1
ET120080,2,44,1,1,1
ET120080,3,29,2,1,1
ET120080,4,12,1,14,2
ET120080,5,1,2,7,1
ET120081,0,4,2,0,1
ET120081,1,54,1,1,1
ET120081,2,34,2,1,1
ET120081,3,11,1,7,1
ET120081,15,8,1,7,1
ET120082,0,5,2,0,1
ET120082,1,34,1,1,1
ET120082,2,27,2,7,1
ET120082,3,10,1,7,1
ET120082,4,2,2,7,1
ET120083,0,5,2,0,1
ET120083,1,48,1,1,1
ET120083,2,39,2,1,1
ET120083,3,16,1,7,1
ET120083,4,13,1,7,1
ET120083,5,11,1,7,1
ET120083,15,8,2,7,1
ET120083,16,3,2,7,1
ET120083,17,0,2,7,1
ET120084,0,5,1,0,1
ET120084,1,46,1,1,1
ET120084,2,34,2,1,1
ET120084,3,10,1,7,1
ET120084,15,8,1,7,1
ET120084,16,2,1,7,1
ET120084,17,0,1,7,1
ET120085,0,4,2,0,1
ET120085,1,40,1,1,1
ET120085,2,34,2,1,1
ET120085,3,11,2,7,1
ET120085,4,9,1,7,1
ET120086,0,5,2,0,1
ET120086,1,72,2,6,1
ET120086,2,46,1,1,3
ET120086,3,40,2,1,1
ET120086,4,20,1,7,1
ET120086,5,18,1,7,1
ET120086,6,14,1,7,1
ET120086,7,22,2,16,1
ET120086,8,0,2,7,1
ET120087,0,4,2,0,1
ET120087,1,49,1,1,1
ET120087,2,38,2,1,1
ET120087,3,14,1,7,1
ET120087,4,10,1,7,1
ET120087,5,1,1,7,1
ET120088,0,5,1,0,1
ET120088,1,39,1,1,1
ET120088,2,36,2,1,1
ET120088,3,14,1,7,1
ET120090,0,4,1,0,1
ET120090,1,59,1,1,1
ET120090,2,34,2,1,1
ET120090,3,12,2,7,1
ET120090,4,9,1,7,1
ET120090,5,1,1,7,1
ET120091,0,5,1,0,1
ET120091,1,60,2,77,4
ET120091,2,40,1,1,1
ET120091,3,33,2,1,1
ET120091,4,12,1,7,1
ET120091,5,10,1,7,1
ET120091,15,8,1,7,1
ET120091,16,3,2,7,1
ET120092,0,4,1,0,1
ET120092,1,49,1,1,1
ET120092,2,25,2,1,1
ET120092,15,7,1,7,1
ET120092,16,2,2,7,1
ET120093,0,5,2,0,1
ET120093,1,49,1,1,1
ET120093,2,44,2,1,1
ET120093,3,24,2,7,2
ET120093,4,22,1,7,1
ET120093,5,16,1,7,1
ET120093,15,7,2,7,1
ET120093,16,1,1,7,1
ET120094,0,5,2,0,1
ET120094,1,74,2,5,1
ET120094,2,40,1,1,1
ET120094,3,29,2,1,1
ET120094,4,12,1,7,1
ET120094,5,1,1,7,1
ET120095,0,5,2,0,1
ET120095,1,64,1,6,1
ET120095,2,33,1,1,1
ET120095,3,30,2,1,1
ET120095,15,8,2,7,1
ET120095,16,3,2,7,1
ET120096,0,5,2,0,1
ET120096,1,44,1,1,1
ET120096,2,35,2,1,1
ET120096,3,18,1,7,2
ET120096,4,11,2,7,1
ET120096,5,10,1,7,1
ET120096,6,9,2,7,1
ET120096,15,7,1,7,1
ET120096,16,2,2,7,1
ET120097,0,4,1,0,1
ET120097,1,39,1,1,1
ET120097,2,29,2,1,1
ET120097,3,14,1,8,2
ET120097,4,12,2,8,2
ET120097,15,8,1,77,4
ET120097,16,10,2,7,1
ET120097,17,9,2,7,1
ET120097,18,7,1,7,1
ET120098,0,5,2,0,1
ET120098,1,34,1,1,1
ET120098,2,28,2,1,1
ET120098,3,12,1,7,1
ET120098,4,10,2,7,1
ET120098,15,8,2,7,1
ET120098,16,2,2,7,1
ET120098,17,0,1,7,1
ET120099,0,5,1,0,1
ET120099,1,48,1,1,1
ET120099,2,40,2,1,1
ET120099,3,18,1,7,1
ET120099,4,16,2,7,1
ET120099,5,12,1,7,1
ET120099,6,10,2,7,1
ET120099,7,8,2,7,1
ET120100,0,4,1,0,1
ET120100,1,41,1,1,1
ET120100,2,33,2,1,1
ET120100,3,17,2,7,1
ET120100,4,14,1,7,1
ET120100,5,12,2,7,1
ET120100,6,10,2,7,1
ET130001,0,5,2,0,1
ET130001,1,43,1,1,1
ET130001,2,28,2,1,1
ET130001,3,10,2,7,1
ET130002,0,4,2,0,1
ET130002,1,44,1,17,1
ET130002,2,36,2,17,1
ET130002,3,26,2,1,1
ET130002,4,15,1,13,2
ET130002,5,17,1,13,1
ET130002,6,12,2,13,1
ET130002,7,1,1,9,1
ET130003,0,4,2,0,1
ET130003,1,64,1,1,1
ET130003,2,54,2,1,1
ET130003,3,34,2,7,2
ET130003,4,29,1,9,1
ET130003,5,26,1,9,1
ET130003,6,22,2,9,2
ET130003,7,21,1,9,1
ET130003,8,19,2,9,1
ET130003,9,17,2,9,1
ET130003,10,14,2,9,1
ET130003,11,12,1,9,1
ET130003,15,8,1,7,1
ET130004,0,5,2,0,1
ET130004,1,32,1,1,1
ET130004,2,29,2,1,1
ET130004,3,11,1,7,1
ET130004,4,10,2,7,1
ET130004,5,9,1,7,1
ET130005,0,5,1,0,1
ET130005,1,32,1,1,1
ET130005,2,25,2,1,1
ET130005,3,11,1,7,1
ET130005,4,9,1,7,1
ET130005,5,0,1,7,1
ET130007,0,5,2,0,1
ET130007,1,29,1,1,1
ET130007,2,27,2,1,1
ET130007,15,6,1,7,1
ET130008,0,5,1,0,1
ET130008,1,29,2,1,1
ET130008,2,14,1,7,1
ET130008,3,12,2,7,1
ET130008,4,10,1,7,1
ET130009,0,5,2,0,1
ET130009,1,34,1,1,1
ET130009,2,26,2,1,1
ET130009,3,3,2,7,1
ET130009,4,1,2,7,1
ET130010,0,4,1,0,1
ET130010,1,35,1,1,1
ET130010,2,30,2,1,1
ET130010,15,8,1,7,1
ET130010,16,2,1,7,1
ET130011,0,4,1,0,1
ET130011,1,54,1,6,2
ET130011,2,40,2,6,2
ET130011,3,28,1,1,1
ET130011,4,22,2,1,1
ET130011,5,18,2,13,2
ET130011,6,16,2,13,2
ET130011,7,13,2,13,2
ET130011,15,6,1,7,1
ET130011,16,1,1,7,1
ET130012,0,4,1,0,1
ET130012,1,31,1,1,1
ET130012,2,29,2,1,1
ET130012,3,21,2,7,2
ET130012,4,20,1,7,1
ET130012,5,17,2,7,1
ET130012,6,14,1,7,1
ET130012,7,12,1,7,1
ET130012,15,6,1,7,1
ET130012,16,3,1,10,1
ET130013,0,5,1,0,1
ET130013,1,32,1,1,1
ET130013,2,26,2,1,1
ET130013,3,10,2,7,1
ET130013,15,7,2,7,1
ET130013,16,3,1,7,1
ET130013,17,1,1,7,1
ET130014,0,5,1,0,1
ET130014,1,32,1,1,1
ET130014,2,29,2,1,1
ET130014,3,13,2,7,1
ET130014,4,12,2,7,1
ET130014,15,7,1,7,1
ET130015,0,5,2,0,1
ET130015,1,44,1,1,1
ET130015,2,39,2,1,3
ET130015,3,17,2,7,2
ET130015,4,14,2,7,2
ET130015,5,13,2,7,1
ET130015,6,10,1,7,1
ET130015,7,12,1,8,1
ET130015,8,47,2,2,1
ET130015,9,19,2,8,1
ET130015,10,15,1,8,1
ET130016,0,5,1,0,1
ET130016,1,44,1,1,1
ET130016,2,29,2,1,1
ET130016,15,8,1,7,1
ET130016,16,1,2,7,1
ET130016,17,20,1,13,1
ET130017,0,4,2,0,1
ET130017,1,36,1,1,1
ET130017,2,29,2,1,1
ET130017,3,14,1,7,1
ET130017,4,11,2,7,1
ET130017,5,10,1,7,1
ET130017,15,7,1,7,1
ET130017,16,15,1,8,1
ET130018,0,4,2,0,1
ET130018,1,34,2,1,1
ET130018,2,16,1,7,1
ET130018,3,14,2,7,1
ET130018,4,12,1,7,1
ET130018,5,11,2,7,1
ET130018,15,8,1,7,1
ET130018,16,21,2,7,1
ET130018,17,45,1,1,1
ET130019,0,5,1,0,1
ET130019,1,41,1,1,1
ET130019,2,35,2,1,1
ET130019,3,17,1,7,1
ET130019,4,13,1,7,1
ET130019,5,12,2,13,1
ET130019,6,11,1,7,1
ET130019,15,8,2,7,1
ET130019,16,3,2,7,1
ET130021,0,4,2,0,1
ET130021,1,39,2,1,1
ET130021,2,23,2,7,2
ET130021,3,20,1,7,2
ET130021,4,19,1,7,1
ET130021,5,12,2,7,1
ET130021,6,15,1,7,1
ET130021,7,17,2,7,2
ET130021,8,10,2,7,2
ET130022,0,4,2,0,1
ET130022,1,53,1,1,1
ET130022,2,42,2,1,1
ET130022,3,16,2,7,1
ET130022,4,12,1,7,1
ET130022,5,12,1,13,1
ET130022,6,9,1,7,1
ET130022,15,7,2,7,2
ET130022,16,1,2,7,1
ET130023,0,5,2,0,1
ET130023,1,55,1,1,1
ET130023,2,45,2,1,1
ET130023,3,24,1,7,1
ET130023,4,22,1,7,1
ET130023,15,8,1,7,1
ET130024,0,4,2,0,1
ET130024,1,44,1,1,1
ET130024,2,34,2,1,1
ET130024,3,22,1,7,2
ET130024,4,19,1,7,1
ET130024,5,18,1,7,1
ET130024,6,16,1,7,1
ET130024,7,13,2,7,1
ET130024,8,11,1,7,1
ET130024,9,8,2,7,1
ET130024,15,10,2,7,1
ET130025,0,5,1,0,1
ET130025,1,31,1,1,1
ET130025,2,22,2,1,1
ET130025,3,14,1,13,1
ET130025,15,7,1,7,1
ET130026,0,5,2,0,1
ET130026,1,44,1,1,1
ET130026,2,27,2,1,1
ET130026,3,11,2,19,2
ET130026,4,3,2,7,1
ET130026,5,8,1,7,1
ET130026,6,82,2,22,1
ET130027,0,5,1,0,1
ET130027,1,31,1,1,2
ET130027,2,26,2,1,2
ET130027,15,7,1,7,2
ET130027,16,65,1,17,1
ET130027,17,55,2,17,1
ET130027,18,25,1,13,1
ET130027,19,19,2,13,1
ET130027,20,20,1,13,1
ET130027,21,15,1,13,1
ET130027,22,11,1,13,1
ET130027,23,30,1,13,1
ET130027,24,1,2,13,1
ET130028,0,5,1,0,1
ET130028,1,39,1,1,1
ET130028,2,32,2,1,1
ET130028,3,11,1,7,1
ET130028,4,9,2,7,1
ET130028,5,15,2,11,2
ET130028,6,1,2,7,1
ET130029,0,4,1,0,1
ET130029,1,35,1,1,1
ET130029,2,32,2,1,1
ET130029,3,14,2,7,1
ET130029,15,7,1,7,1
ET130029,16,2,1,7,1
ET130030,0,5,1,0,1
ET130030,1,57,1,1,1
ET130030,2,39,2,1,1
ET130030,3,19,2,7,2
ET130030,4,9,2,7,1
ET130030,5,11,1,7,1
ET130030,15,3,2,7,1
ET130031,0,5,2,0,1
ET130031,1,49,1,1,1
ET130031,2,43,2,1,1
ET130031,3,29,1,13,2
ET130031,4,27,1,14,2
ET130031,5,26,1,13,1
ET130031,6,26,1,13,2
ET130031,7,24,2,13,1
ET130031,8,20,1,7,2
ET130031,9,19,1,7,1
ET130031,10,16,2,7,2
ET130031,11,15,2,7,1
ET130031,12,14,2,7,1
ET130031,13,12,2,7,1
ET130031,14,10,1,7,1
ET130031,15,8,1,7,1
ET130032,0,5,2,0,1
ET130032,1,43,1,1,1
ET130032,2,38,2,1,1
ET130032,3,21,2,7,1
ET130032,4,19,2,7,1
ET130032,5,16,2,7,1
ET130032,6,14,2,7,1
ET130032,7,11,1,7,1
ET130032,8,9,2,7,1
ET130032,15,7,1,7,1
ET130032,16,3,1,7,1
ET130033,0,5,2,0,1
ET130033,1,40,1,1,1
ET130033,2,23,2,1,1
ET130033,3,20,2,16,2
ET130033,4,2,2,7,1
ET130034,0,4,2,0,1
ET130034,1,74,2,5,2
ET130034,2,39,1,1,1
ET130034,3,34,2,1,1
ET130034,4,16,1,7,1
ET130034,5,13,2,7,1
ET130034,6,10,1,7,1
ET130034,15,8,1,7,1
ET130035,0,5,1,0,1
ET130035,1,34,1,1,1
ET130035,2,24,2,1,1
ET130035,15,7,2,7,1
ET130035,16,18,2,13,1
ET130035,17,0,2,7,1
ET130036,0,5,2,0,1
ET130036,1,39,1,1,1
ET130036,2,33,2,1,1
ET130036,3,14,1,7,1
ET130036,4,9,2,7,1
ET130036,15,7,2,7,1
ET130036,16,2,1,7,1
ET130037,0,5,1,0,1
ET130037,1,39,1,1,1
ET130037,2,32,2,1,1
ET130037,3,18,2,13,1
ET130037,4,12,2,7,1
ET130037,5,10,2,7,1
ET130037,15,7,1,7,1
ET130037,16,8,1,7,1
ET130037,17,24,2,13,1
ET130039,0,5,2,0,1
ET130039,1,58,1,1,1
ET130039,2,41,2,1,1
ET130039,3,14,1,7,1
ET130039,4,10,2,7,1
ET130040,0,4,2,0,1
ET130040,1,44,2,18,1
ET130040,2,29,1,1,1
ET130040,3,24,2,1,1
ET130040,4,22,2,13,1
ET130040,5,20,2,13,2
ET130040,6,2,2,7,1
ET130040,7,0,1,7,1
ET130041,0,5,2,0,1
ET130041,1,34,1,1,1
ET130041,2,29,2,1,1
ET130041,3,11,1,7,1
ET130041,4,9,2,7,1
ET130041,15,7,2,7,1
ET130041,16,4,1,7,1
ET130041,17,1,1,7,1
ET130042,0,5,2,0,1
ET130042,1,36,1,1,1
ET130042,2,32,2,1,1
ET130042,3,20,1,7,1
ET130042,4,17,1,7,1
ET130042,5,15,2,7,1
ET130042,6,12,2,7,1
ET130042,7,11,1,7,1
ET130042,8,10,2,7,1
ET130042,9,9,2,7,1
ET130042,10,29,2,2,1
ET130042,15,8,2,8,1
ET130042,16,8,1,7,1
ET130042,17,2,2,8,1
ET130042,18,1,2,8,1
ET130042,19,0,2,8,1
ET130043,0,5,1,0,1
ET130043,1,29,1,1,1
ET130043,2,24,2,1,1
ET130043,3,2,1,7,1
ET130043,4,51,2,6,1
ET130043,5,10,2,13,1
ET130043,6,20,1,13,1
ET130044,0,5,1,0,1
ET130044,1,32,1,1,1
ET130044,2,25,2,1,1
ET130044,3,24,2,13,1
ET130044,15,6,2,7,1
ET130044,16,0,1,7,1
ET130045,0,5,2,0,1
ET130045,1,37,1,1,1
ET130045,2,29,2,1,1
ET130045,3,11,1,7,1
ET130045,4,9,1,7,1
ET130045,5,26,2,20,1
ET130046,0,5,2,0,1
ET130046,1,34,1,1,1
ET130046,2,32,2,1,1
ET130046,15,8,1,7,1
ET130046,16,2,1,7,1
ET130046,17,7,2,7,1
ET130047,0,5,1,0,1
ET130047,1,39,1,1,1
ET130047,2,29,2,1,1
ET130047,3,1,2,7,1
ET130048,0,5,1,0,1
ET130048,1,44,1,1,1
ET130048,2,36,2,1,1
ET130048,3,17,1,7,1
ET130048,4,15,2,7,1
ET130048,5,14,2,7,1
ET130048,6,12,2,7,1
ET130048,7,11,1,7,1
ET130048,8,9,1,7,1
ET130049,0,4,1,0,1
ET130049,1,41,1,1,1
ET130049,2,33,2,1,1
ET130049,3,13,1,7,1
ET130049,4,10,1,7,1
ET130049,15,7,2,7,1
ET130049,16,2,2,7,1
ET130050,0,5,1,0,1
ET130050,1,36,1,1,1
ET130050,2,27,2,1,1
ET130050,15,7,2,7,1
ET130050,16,3,1,7,1
ET130051,0,5,2,0,1
ET130051,1,54,2,18,1
ET130051,2,39,1,1,1
ET130051,3,32,2,1,1
ET130051,15,7,1,7,1
ET130051,16,8,2,7,1
ET130051,17,3,1,7,1
ET130052,0,5,2,0,1
ET130052,1,36,1,1,1
ET130052,2,26,2,1,1
ET130052,15,8,2,7,1
ET130052,16,1,2,7,1
ET130053,0,4,1,0,1
ET130053,1,34,1,1,1
ET130053,2,24,2,1,1
ET130053,3,1,1,7,1
ET130054,0,5,1,0,1
ET130054,1,38,1,1,1
ET130054,2,26,2,1,1
ET130054,15,6,2,7,1
ET130055,0,4,2,0,1
ET130055,1,34,1,1,1
ET130055,2,29,2,1,1
ET130055,3,24,1,13,2
ET130055,4,2,1,7,1
ET130057,0,5,2,0,1
ET130057,1,34,1,1,1
ET130057,2,24,2,1,1
ET130057,15,8,1,7,1
ET130057,16,2,1,7,1
ET130057,17,0,1,7,1
ET130057,18,70,2,6,1
ET130058,0,5,1,0,1
ET130058,1,36,1,1,1
ET130058,2,28,2,1,1
ET130058,3,17,2,16,1
ET130058,4,10,2,7,1
ET130058,15,8,1,7,1
ET130058,16,1,1,7,1
ET130059,0,5,2,0,1
ET130059,1,74,2,18,1
ET130059,2,36,1,1,1
ET130059,3,34,2,1,1
ET130059,4,12,2,7,1
ET130059,5,10,2,7,1
ET130059,6,9,1,7,1
ET130059,7,3,2,7,1
ET130059,8,0,2,7,1
ET130060,0,5,1,0,1
ET130060,1,40,1,1,1
ET130060,2,35,2,1,1
ET130060,3,22,2,13,2
ET130060,4,20,2,13,2
ET130060,5,13,1,7,1
ET130060,15,8,1,7,2
ET130060,16,3,2,7,1
ET130060,17,1,2,7,1
ET130062,0,4,2,0,1
ET130062,1,34,1,1,1
ET130062,2,25,2,1,1
ET130062,3,2,1,7,1
ET130062,4,0,2,7,1
ET130063,0,5,1,0,1
ET130063,1,29,1,1,1
ET130063,2,26,2,1,1
ET130063,15,3,1,7,1
ET130063,16,1,1,7,1
ET130064,0,5,2,0,1
ET130064,1,36,1,1,1
ET130064,2,29,2,1,1
ET130064,3,16,2,7,1
ET130064,4,13,1,7,1
ET130064,15,7,2,7,1
ET130064,16,3,2,7,1
ET130065,0,5,2,0,1
ET130065,1,64,2,5,3
ET130065,2,44,1,13,2
ET130065,3,39,2,1,1
ET130065,4,29,2,13,2
ET130065,5,22,2,13,1
ET130065,6,13,1,13,1
